query_record_id,total_interactions,clicks,cart_additions,purchases,unique_products,purchase_share_percent
2855,6,6,0,0,6,0.0
2860,4,2,2,0,4,0.0
2862,5,5,0,0,5,0.0
2873,18,14,3,1,16,5.56
2895,1,1,0,0,1,0.0
2899,22,19,3,0,12,0.0
2901,19,17,2,0,19,0.0
2903,23,8,11,4,23,17.39
2906,1,1,0,0,1,0.0
2925,1,1,0,0,1,0.0
2938,1,0,1,0,1,0.0
2957,1,1,0,0,1,0.0
2964,4,2,1,1,3,25.0
2968,1,0,0,1,1,100.0
3005,1,1,0,0,1,0.0
3015,6,6,0,0,5,0.0
3017,1,1,0,0,1,0.0
3021,2,0,2,0,1,0.0
3022,3,1,2,0,3,0.0
3052,97,48,23,26,68,26.8
3073,2,1,1,0,2,0.0
3076,1,0,0,1,1,100.0
3077,42,34,7,1,21,2.38
3091,10,8,1,1,10,10.0
3094,5,3,1,1,4,20.0
3098,1,1,0,0,1,0.0
3100,2,1,1,0,2,0.0
3101,15,10,2,3,14,20.0
3102,10,10,0,0,10,0.0
3103,1,0,0,1,1,100.0
3105,1,1,0,0,1,0.0
3106,5,4,1,0,5,0.0
3107,26,17,9,0,13,0.0
3108,11,11,0,0,11,0.0
3109,3,2,0,1,3,33.33
3110,1,0,1,0,1,0.0
3111,2,2,0,0,2,0.0
3112,22,9,13,0,15,0.0
3113,2,2,0,0,2,0.0
3115,32,19,5,8,23,25.0
3116,3,1,0,2,3,66.67
3117,1,1,0,0,1,0.0
3118,7,4,2,1,7,14.29
3119,5,2,3,0,5,0.0
3120,17,11,6,0,14,0.0
3123,3,2,1,0,3,0.0
3124,1,1,0,0,1,0.0
3125,8,7,1,0,6,0.0
3126,1,0,1,0,1,0.0
3127,1,1,0,0,1,0.0
3128,6,6,0,0,6,0.0
3129,37,28,6,3,23,8.11
3131,1,1,0,0,1,0.0
3132,1,1,0,0,1,0.0
3133,1,0,1,0,1,0.0
3135,18,10,4,4,16,22.22
3136,1,0,0,1,1,100.0
3137,108,75,32,1,49,0.93
3138,4,2,1,1,3,25.0
3139,1,1,0,0,1,0.0
3140,5,5,0,0,5,0.0
3142,21,12,5,4,18,19.05
3143,4,3,0,1,3,25.0
3144,6,5,1,0,6,0.0
3145,1,1,0,0,1,0.0
3146,5,3,2,0,5,0.0
3147,1,0,0,1,1,100.0
3148,2,2,0,0,2,0.0
3150,25,18,5,2,10,8.0
3151,2,2,0,0,2,0.0
3153,2,2,0,0,2,0.0
3154,3,2,1,0,3,0.0
3155,2,1,1,0,1,0.0
3156,38,21,4,13,25,34.21
3157,2,2,0,0,2,0.0
3158,1,0,1,0,1,0.0
3160,12,11,0,1,11,8.33
3161,11,8,2,1,9,9.09
3162,3,1,2,0,3,0.0
3163,2,0,2,0,2,0.0
3164,2,2,0,0,2,0.0
3166,21,4,12,5,17,23.81
3167,2,2,0,0,2,0.0
3171,6,5,1,0,6,0.0
3172,1,1,0,0,1,0.0
3173,1,1,0,0,1,0.0
3174,2,2,0,0,2,0.0
3175,22,17,5,0,17,0.0
3176,41,34,6,1,39,2.44
3177,2,0,2,0,2,0.0
3178,1,1,0,0,1,0.0
3179,2,2,0,0,2,0.0
3181,7,4,3,0,7,0.0
3182,2,2,0,0,2,0.0
3183,1,0,1,0,1,0.0
3186,27,15,10,2,20,7.41
3189,4,2,2,0,4,0.0
3190,22,13,5,4,20,18.18
3191,1,1,0,0,1,0.0
3192,1,1,0,0,1,0.0
3193,2,1,1,0,2,0.0
3196,7,4,2,1,6,14.29
3197,1,0,1,0,1,0.0
3198,1,1,0,0,1,0.0
3199,9,8,1,0,9,0.0
3200,5,4,1,0,5,0.0
3201,20,16,4,0,20,0.0
3202,4,1,3,0,3,0.0
3203,3,3,0,0,3,0.0
3204,1,0,0,1,1,100.0
3205,2,1,1,0,2,0.0
3206,21,12,4,5,18,23.81
3207,1,0,1,0,1,0.0
3208,140,115,25,0,44,0.0
3209,1,0,1,0,1,0.0
3211,18,14,3,1,14,5.56
3212,2,2,0,0,2,0.0
3214,6,6,0,0,6,0.0
3215,1,0,0,1,1,100.0
3217,1,0,1,0,1,0.0
3218,73,49,17,7,63,9.59
3219,1,1,0,0,1,0.0
3220,2,1,1,0,2,0.0
3221,45,28,9,8,37,17.78
3223,8,8,0,0,8,0.0
3224,1,1,0,0,1,0.0
3225,21,15,6,0,9,0.0
3226,2,1,1,0,1,0.0
3227,19,9,10,0,14,0.0
3228,47,34,12,1,35,2.13
3229,3,2,1,0,3,0.0
3230,14,14,0,0,9,0.0
3231,42,37,5,0,36,0.0
3232,31,23,8,0,24,0.0
3233,4,3,0,1,4,25.0
3234,141,63,47,31,94,21.99
3236,2,0,2,0,2,0.0
3237,1,1,0,0,1,0.0
3238,1,1,0,0,1,0.0
3239,1,1,0,0,1,0.0
3240,1,1,0,0,1,0.0
3241,1,0,0,1,1,100.0
3242,2,2,0,0,2,0.0
3243,3,0,3,0,3,0.0
3245,1,1,0,0,1,0.0
3246,1,0,1,0,1,0.0
3248,24,18,3,3,21,12.5
3249,6,5,1,0,5,0.0
3250,1,0,1,0,1,0.0
3251,3,2,1,0,3,0.0
3253,1,1,0,0,1,0.0
3255,33,25,5,3,30,9.09
3256,5,4,1,0,5,0.0
3257,1,1,0,0,1,0.0
3258,1,0,1,0,1,0.0
3259,2,2,0,0,2,0.0
3260,4,4,0,0,4,0.0
3261,1,1,0,0,1,0.0
3262,1,1,0,0,1,0.0
3263,5,5,0,0,5,0.0
3265,4,2,2,0,4,0.0
3266,2,2,0,0,1,0.0
3267,23,19,1,3,20,13.04
3268,13,13,0,0,13,0.0
3269,1,1,0,0,1,0.0
3271,25,10,14,1,20,4.0
3272,1,1,0,0,1,0.0
3273,15,11,3,1,15,6.67
3274,10,6,2,2,9,20.0
3275,2,2,0,0,2,0.0
3276,1,1,0,0,1,0.0
3277,5,1,1,3,5,60.0
3278,2,2,0,0,2,0.0
3280,7,5,2,0,7,0.0
3281,1,1,0,0,1,0.0
3282,9,8,1,0,9,0.0
3283,2,1,0,1,2,50.0
3284,10,4,2,4,8,40.0
3285,1,0,1,0,1,0.0
3286,1,1,0,0,1,0.0
3287,1,0,1,0,1,0.0
3288,142,96,42,4,61,2.82
3289,4,4,0,0,4,0.0
3290,5,4,1,0,4,0.0
3291,1,1,0,0,1,0.0
3292,5,5,0,0,5,0.0
3293,2,2,0,0,2,0.0
3294,7,3,4,0,5,0.0
3295,2,2,0,0,1,0.0
3296,1,1,0,0,1,0.0
3297,1,0,1,0,1,0.0
3298,1,0,0,1,1,100.0
3299,12,8,3,1,4,8.33
3300,1,1,0,0,1,0.0
3302,1,1,0,0,1,0.0
3303,1,0,1,0,1,0.0
3304,3,1,1,1,3,33.33
3305,17,16,1,0,12,0.0
3306,39,32,4,3,31,7.69
3307,9,8,1,0,9,0.0
3308,2,2,0,0,2,0.0
3310,1,0,1,0,1,0.0
3311,1,0,1,0,1,0.0
3312,1,1,0,0,1,0.0
3313,2,2,0,0,2,0.0
3314,20,16,3,1,12,5.0
3315,1,0,0,1,1,100.0
3317,5,4,0,1,5,20.0
3318,1,0,1,0,1,0.0
3319,1,1,0,0,1,0.0
3320,3,2,1,0,3,0.0
3321,1,1,0,0,1,0.0
3322,11,10,0,1,11,9.09
3323,1,0,0,1,1,100.0
3324,12,7,3,2,10,16.67
3325,4,3,1,0,4,0.0
3326,4,3,0,1,4,25.0
3327,1,1,0,0,1,0.0
3328,4,3,0,1,4,25.0
3329,5,3,2,0,5,0.0
3330,2,2,0,0,2,0.0
3332,5,2,3,0,5,0.0
3333,3,1,2,0,3,0.0
3334,8,7,0,1,8,12.5
3335,1,1,0,0,1,0.0
3336,7,7,0,0,7,0.0
3337,19,15,3,1,18,5.26
3338,2,1,1,0,2,0.0
3339,5,5,0,0,5,0.0
3340,16,6,6,4,9,25.0
3342,1,1,0,0,1,0.0
3343,1,1,0,0,1,0.0
3344,2,2,0,0,2,0.0
3345,1,1,0,0,1,0.0
3346,35,23,7,5,29,14.29
3347,23,14,9,0,16,0.0
3348,1,0,1,0,1,0.0
3349,36,14,9,13,28,36.11
3351,26,13,5,8,22,30.77
3352,3,2,1,0,2,0.0
3353,1,0,0,1,1,100.0
3354,1,0,1,0,1,0.0
3355,1,0,1,0,1,0.0
3356,4,2,2,0,3,0.0
3357,5,4,1,0,5,0.0
3358,1,0,0,1,1,100.0
3359,1,1,0,0,1,0.0
3360,1,0,1,0,1,0.0
3361,2,2,0,0,2,0.0
3363,5,3,0,2,3,40.0
3364,1,0,1,0,1,0.0
3365,1,0,1,0,1,0.0
3366,15,12,2,1,12,6.67
3368,3,3,0,0,3,0.0
3369,6,3,2,1,6,16.67
3370,1,0,0,1,1,100.0
3372,1,1,0,0,1,0.0
3374,8,5,2,1,5,12.5
3375,3,2,1,0,3,0.0
3376,22,15,6,1,22,4.55
3377,1,0,1,0,1,0.0
3378,1,0,1,0,1,0.0
3379,4,2,2,0,4,0.0
3380,3,2,0,1,3,33.33
3381,1,1,0,0,1,0.0
3382,3,3,0,0,3,0.0
3383,1,0,1,0,1,0.0
3385,1,1,0,0,1,0.0
3386,3,0,3,0,3,0.0
3387,2,2,0,0,2,0.0
3388,1,1,0,0,1,0.0
3389,2,2,0,0,2,0.0
3390,47,42,5,0,47,0.0
3391,5,5,0,0,5,0.0
3392,1,0,1,0,1,0.0
3393,3,2,1,0,1,0.0
3394,1,1,0,0,1,0.0
3395,5,4,0,1,5,20.0
3396,1,1,0,0,1,0.0
3397,1,1,0,0,1,0.0
3398,14,13,1,0,14,0.0
3399,1,1,0,0,1,0.0
3400,31,27,4,0,31,0.0
3401,1,0,0,1,1,100.0
3402,1,1,0,0,1,0.0
3403,2,2,0,0,2,0.0
3404,1,0,1,0,1,0.0
3405,3,3,0,0,3,0.0
3406,2,2,0,0,2,0.0
3407,10,10,0,0,10,0.0
3409,85,70,10,5,64,5.88
3410,1,1,0,0,1,0.0
3411,8,7,1,0,6,0.0
3412,5,3,2,0,5,0.0
3413,19,18,1,0,17,0.0
3414,3,2,1,0,3,0.0
3415,1,1,0,0,1,0.0
3416,7,6,1,0,7,0.0
3417,1,1,0,0,1,0.0
3418,2,0,2,0,2,0.0
3419,2,2,0,0,2,0.0
3420,7,7,0,0,7,0.0
3421,2,1,1,0,2,0.0
3422,1,1,0,0,1,0.0
3423,4,4,0,0,3,0.0
3424,3,1,2,0,3,0.0
3425,5,5,0,0,3,0.0
3426,24,18,6,0,24,0.0
3427,3,3,0,0,3,0.0
3428,1,0,1,0,1,0.0
3429,2,2,0,0,2,0.0
3430,8,8,0,0,8,0.0
3431,58,40,13,5,36,8.62
3434,1,1,0,0,1,0.0
3435,1,1,0,0,1,0.0
3436,1,1,0,0,1,0.0
3438,3,3,0,0,3,0.0
3439,4,2,1,1,3,25.0
3441,3,0,3,0,3,0.0
3442,1,1,0,0,1,0.0
3444,7,6,1,0,6,0.0
3445,1,1,0,0,1,0.0
3446,1,1,0,0,1,0.0
3447,2,1,1,0,2,0.0
3448,52,36,16,0,42,0.0
3449,4,4,0,0,4,0.0
3450,36,20,12,4,28,11.11
3451,3,2,1,0,3,0.0
3452,1,1,0,0,1,0.0
3453,1,0,0,1,1,100.0
3454,13,11,2,0,13,0.0
3455,1,1,0,0,1,0.0
3456,2,2,0,0,2,0.0
3457,2,2,0,0,2,0.0
3458,2,2,0,0,2,0.0
3459,1,1,0,0,1,0.0
3460,1,1,0,0,1,0.0
3461,3,1,2,0,3,0.0
3462,2,1,1,0,2,0.0
3463,2,1,1,0,2,0.0
3464,4,1,2,1,4,25.0
3465,9,6,2,1,9,11.11
3466,1,0,1,0,1,0.0
3467,1,1,0,0,1,0.0
3468,2,1,1,0,2,0.0
3469,1,1,0,0,1,0.0
3470,1,0,1,0,1,0.0
3471,1,1,0,0,1,0.0
3473,2,2,0,0,2,0.0
3474,1,1,0,0,1,0.0
3475,6,5,1,0,6,0.0
3476,1,1,0,0,1,0.0
3477,1,0,1,0,1,0.0
3478,2,2,0,0,2,0.0
3479,1,1,0,0,1,0.0
3480,1,1,0,0,1,0.0
3481,1,1,0,0,1,0.0
3482,2,1,1,0,2,0.0
3483,5,5,0,0,5,0.0
3484,2,2,0,0,2,0.0
3485,7,5,0,2,7,28.57
3486,1,1,0,0,1,0.0
3487,1,0,1,0,1,0.0
3488,1,1,0,0,1,0.0
3489,6,6,0,0,6,0.0
3490,7,4,3,0,7,0.0
3491,2,1,1,0,2,0.0
3492,5,1,4,0,5,0.0
3493,1,0,1,0,1,0.0
3494,2,2,0,0,2,0.0
3495,2,2,0,0,2,0.0
3496,1,0,0,1,1,100.0
3497,1,0,0,1,1,100.0
3498,1,1,0,0,1,0.0
3499,3,2,0,1,3,33.33
3500,1,1,0,0,1,0.0
3501,26,18,5,3,24,11.54
3502,2,2,0,0,2,0.0
3503,27,20,6,1,25,3.7
3504,1,0,1,0,1,0.0
3505,1,0,0,1,1,100.0
3506,1,1,0,0,1,0.0
3507,1,1,0,0,1,0.0
3508,5,4,1,0,5,0.0
3511,2,2,0,0,2,0.0
3512,42,38,4,0,34,0.0
3513,2,2,0,0,2,0.0
3514,3,2,1,0,3,0.0
3515,2,1,0,1,2,50.0
3516,6,6,0,0,6,0.0
3517,2,2,0,0,2,0.0
3518,16,11,4,1,13,6.25
3519,1,1,0,0,1,0.0
3520,1,1,0,0,1,0.0
3521,8,3,2,3,7,37.5
3522,1,1,0,0,1,0.0
3523,1,0,1,0,1,0.0
3524,1,0,1,0,1,0.0
3525,1,1,0,0,1,0.0
3526,10,9,1,0,10,0.0
3527,3,3,0,0,3,0.0
3528,3,2,1,0,3,0.0
3529,13,12,1,0,13,0.0
3530,1,1,0,0,1,0.0
3532,21,17,3,1,13,4.76
3534,2,2,0,0,1,0.0
3535,2,0,2,0,2,0.0
3536,2,1,1,0,2,0.0
3537,13,8,4,1,13,7.69
3538,3,2,1,0,3,0.0
3539,5,3,1,1,5,20.0
3540,1,1,0,0,1,0.0
3542,2,2,0,0,2,0.0
3543,6,6,0,0,6,0.0
3544,10,5,5,0,10,0.0
3545,1,1,0,0,1,0.0
3546,21,19,2,0,19,0.0
3548,3,3,0,0,3,0.0
3549,2,2,0,0,2,0.0
3550,2,2,0,0,2,0.0
3551,19,14,1,4,9,21.05
3552,3,1,1,1,3,33.33
3553,4,4,0,0,4,0.0
3554,1,0,1,0,1,0.0
3555,12,7,5,0,5,0.0
3557,7,5,1,1,4,14.29
3559,5,3,2,0,4,0.0
3560,4,4,0,0,4,0.0
3561,5,1,4,0,5,0.0
3562,1,1,0,0,1,0.0
3563,1,1,0,0,1,0.0
3564,1,1,0,0,1,0.0
3565,1,1,0,0,1,0.0
3566,8,7,0,1,8,12.5
3567,4,4,0,0,4,0.0
3568,6,5,1,0,6,0.0
3569,4,3,1,0,4,0.0
3570,6,3,3,0,6,0.0
3571,6,5,1,0,4,0.0
3572,1,0,1,0,1,0.0
3573,3,3,0,0,3,0.0
3574,1,0,1,0,1,0.0
3575,1,1,0,0,1,0.0
3576,3,1,2,0,3,0.0
3577,1,1,0,0,1,0.0
3578,1,1,0,0,1,0.0
3579,1,1,0,0,1,0.0
3581,14,10,4,0,11,0.0
3582,10,5,4,1,9,10.0
3583,1,1,0,0,1,0.0
3584,2,2,0,0,2,0.0
3585,1,0,1,0,1,0.0
3586,2,1,1,0,2,0.0
3587,2,1,1,0,2,0.0
3588,1,1,0,0,1,0.0
3589,10,4,3,3,10,30.0
3590,1,0,1,0,1,0.0
3591,1,1,0,0,1,0.0
3592,2,2,0,0,2,0.0
3593,5,4,1,0,5,0.0
3595,1,1,0,0,1,0.0
3596,1,1,0,0,1,0.0
3597,2,2,0,0,2,0.0
3598,1,1,0,0,1,0.0
3599,40,33,6,1,25,2.5
3601,1,1,0,0,1,0.0
3602,1,1,0,0,1,0.0
3603,1,1,0,0,1,0.0
3604,1,1,0,0,1,0.0
3605,18,6,6,6,11,33.33
3606,69,53,12,4,33,5.8
3607,2,2,0,0,2,0.0
3608,22,17,5,0,13,0.0
3609,9,6,1,2,6,22.22
3610,1,1,0,0,1,0.0
3611,9,6,2,1,4,11.11
3612,9,6,2,1,7,11.11
3613,6,6,0,0,6,0.0
3614,6,5,1,0,6,0.0
3615,19,7,7,5,17,26.32
3616,2,1,1,0,2,0.0
3617,8,5,2,1,6,12.5
3619,3,1,1,1,3,33.33
3620,1,0,1,0,1,0.0
3621,2,1,1,0,2,0.0
3623,12,12,0,0,12,0.0
3624,1,0,0,1,1,100.0
3625,1,1,0,0,1,0.0
3626,1,0,1,0,1,0.0
3627,13,12,0,1,13,7.69
3628,11,11,0,0,11,0.0
3629,20,16,3,1,19,5.0
3630,1,0,1,0,1,0.0
3631,4,3,1,0,4,0.0
3632,1,1,0,0,1,0.0
3633,17,11,4,2,13,11.76
3634,6,5,0,1,6,16.67
3635,8,5,1,2,7,25.0
3636,6,6,0,0,6,0.0
3637,4,0,4,0,4,0.0
3639,1,1,0,0,1,0.0
3640,4,2,1,1,4,25.0
3641,2,2,0,0,2,0.0
3643,2,1,0,1,2,50.0
3644,14,12,1,1,13,7.14
3646,2,1,1,0,2,0.0
3647,2,2,0,0,2,0.0
3648,1,0,1,0,1,0.0
3649,6,5,0,1,5,16.67
3650,46,32,8,6,31,13.04
3651,12,10,2,0,12,0.0
3652,1,1,0,0,1,0.0
3653,3,3,0,0,3,0.0
3654,1,0,0,1,1,100.0
3656,1,1,0,0,1,0.0
3657,28,21,7,0,25,0.0
3658,1,1,0,0,1,0.0
3659,14,7,6,1,12,7.14
3660,1,0,1,0,1,0.0
3661,4,2,2,0,4,0.0
3662,3,2,1,0,3,0.0
3663,1,0,1,0,1,0.0
3664,1,1,0,0,1,0.0
3665,8,5,1,2,8,25.0
3666,2,2,0,0,2,0.0
3667,5,3,2,0,5,0.0
3668,1,1,0,0,1,0.0
3669,1,1,0,0,1,0.0
3670,1,1,0,0,1,0.0
3671,1,1,0,0,1,0.0
3672,2,2,0,0,2,0.0
3673,6,4,1,1,6,16.67
3674,2,2,0,0,2,0.0
3676,5,1,4,0,4,0.0
3677,1,1,0,0,1,0.0
3678,2,0,2,0,2,0.0
3679,9,8,1,0,8,0.0
3680,47,37,10,0,19,0.0
3682,2,2,0,0,2,0.0
3683,2,1,1,0,2,0.0
3684,1,1,0,0,1,0.0
3687,132,95,21,16,57,12.12
3688,4,2,2,0,4,0.0
3689,3,3,0,0,3,0.0
3690,11,6,2,3,11,27.27
3691,1,1,0,0,1,0.0
3692,25,13,12,0,12,0.0
3694,3,0,3,0,3,0.0
3695,1,0,0,1,1,100.0
3696,4,2,2,0,4,0.0
3697,3,3,0,0,3,0.0
3698,2,2,0,0,2,0.0
3699,6,6,0,0,6,0.0
3700,1,1,0,0,1,0.0
3701,1,1,0,0,1,0.0
3702,6,6,0,0,6,0.0
3703,11,6,5,0,7,0.0
3704,1,1,0,0,1,0.0
3705,2,1,1,0,2,0.0
3706,2,2,0,0,2,0.0
3708,4,1,3,0,4,0.0
3709,1,0,1,0,1,0.0
3710,1,1,0,0,1,0.0
3711,6,4,2,0,6,0.0
3712,1,1,0,0,1,0.0
3713,2,0,2,0,1,0.0
3714,16,10,4,2,14,12.5
3715,9,7,2,0,7,0.0
3716,29,26,3,0,28,0.0
3717,2,2,0,0,2,0.0
3718,1,1,0,0,1,0.0
3719,1,1,0,0,1,0.0
3720,16,11,5,0,15,0.0
3722,4,4,0,0,4,0.0
3723,1,1,0,0,1,0.0
3724,3,3,0,0,2,0.0
3725,1,1,0,0,1,0.0
3726,1,1,0,0,1,0.0
3728,1,1,0,0,1,0.0
3729,4,4,0,0,4,0.0
3730,1,1,0,0,1,0.0
3731,2,2,0,0,2,0.0
3732,32,25,6,1,31,3.12
3733,5,4,1,0,5,0.0
3734,2,1,1,0,2,0.0
3736,2,0,2,0,2,0.0
3737,16,8,3,5,14,31.25
3738,22,18,2,2,16,9.09
3739,1,0,1,0,1,0.0
3740,2,2,0,0,2,0.0
3741,2,2,0,0,2,0.0
3742,7,4,3,0,3,0.0
3743,2,0,0,2,2,100.0
3744,1,0,0,1,1,100.0
3745,1,0,1,0,1,0.0
3747,4,3,0,1,4,25.0
3749,36,30,5,1,31,2.78
3750,3,3,0,0,3,0.0
3751,1,1,0,0,1,0.0
3752,11,8,2,1,10,9.09
3753,3,3,0,0,3,0.0
3754,3,0,3,0,3,0.0
3755,3,3,0,0,3,0.0
3756,4,3,0,1,4,25.0
3758,1,1,0,0,1,0.0
3759,3,1,2,0,3,0.0
3760,1,1,0,0,1,0.0
3761,5,3,0,2,3,40.0
3762,1,0,1,0,1,0.0
3763,8,5,3,0,8,0.0
3764,3,0,3,0,3,0.0
3765,13,8,4,1,13,7.69
3766,1,1,0,0,1,0.0
3767,13,12,1,0,13,0.0
3768,13,8,5,0,11,0.0
3769,6,5,1,0,6,0.0
3770,10,7,2,1,10,10.0
3771,1,1,0,0,1,0.0
3772,1,0,1,0,1,0.0
3773,1,1,0,0,1,0.0
3775,2,2,0,0,2,0.0
3776,20,6,7,7,19,35.0
3777,1,1,0,0,1,0.0
3778,4,1,3,0,4,0.0
3779,11,11,0,0,11,0.0
3780,3,0,1,2,3,66.67
3781,1,1,0,0,1,0.0
3782,12,7,5,0,9,0.0
3783,1,1,0,0,1,0.0
3784,2,2,0,0,2,0.0
3785,5,4,1,0,5,0.0
3787,1,1,0,0,1,0.0
3788,2,2,0,0,2,0.0
3789,13,10,3,0,8,0.0
3790,9,4,4,1,9,11.11
3792,2,1,1,0,2,0.0
3794,4,2,2,0,4,0.0
3795,1,1,0,0,1,0.0
3796,1,1,0,0,1,0.0
3797,3,2,1,0,3,0.0
3798,3,3,0,0,3,0.0
3799,2,2,0,0,2,0.0
3800,1,0,1,0,1,0.0
3801,10,3,5,2,7,20.0
3803,1,1,0,0,1,0.0
3804,3,0,3,0,3,0.0
3805,1,1,0,0,1,0.0
3806,22,13,2,7,20,31.82
3807,1,0,1,0,1,0.0
3808,9,8,1,0,5,0.0
3809,1,0,0,1,1,100.0
3810,1,0,0,1,1,100.0
3811,3,2,0,1,3,33.33
3812,1,0,1,0,1,0.0
3813,1,1,0,0,1,0.0
3814,7,5,2,0,5,0.0
3815,7,5,2,0,7,0.0
3816,3,3,0,0,3,0.0
3817,1,1,0,0,1,0.0
3818,1,0,0,1,1,100.0
3819,14,12,2,0,12,0.0
3820,1,0,1,0,1,0.0
3821,1,1,0,0,1,0.0
3822,2,1,1,0,2,0.0
3823,2,2,0,0,2,0.0
3824,2,2,0,0,2,0.0
3825,3,3,0,0,3,0.0
3826,8,8,0,0,8,0.0
2749,24,16,5,3,21,12.5
3827,9,8,1,0,9,0.0
3828,2,0,2,0,2,0.0
3829,5,2,3,0,5,0.0
3831,5,2,2,1,4,20.0
3834,2,1,1,0,2,0.0
3835,6,6,0,0,6,0.0
3836,4,3,1,0,4,0.0
3837,5,5,0,0,3,0.0
3839,24,19,4,1,19,4.17
3840,1,1,0,0,1,0.0
3841,22,13,9,0,16,0.0
3842,8,4,4,0,8,0.0
3844,17,13,4,0,15,0.0
3845,4,4,0,0,4,0.0
3846,10,6,4,0,10,0.0
3847,20,10,7,3,15,15.0
3848,1,1,0,0,1,0.0
3849,2,2,0,0,2,0.0
3850,4,3,1,0,4,0.0
3851,2,0,2,0,2,0.0
3852,3,3,0,0,3,0.0
3853,1,1,0,0,1,0.0
3855,1,1,0,0,1,0.0
3856,1,1,0,0,1,0.0
3858,1,1,0,0,1,0.0
3859,1,1,0,0,1,0.0
3860,2,2,0,0,2,0.0
3861,1,1,0,0,1,0.0
3862,1,1,0,0,1,0.0
3863,7,4,2,1,7,14.29
3864,1,0,0,1,1,100.0
3866,82,52,30,0,54,0.0
3867,1,1,0,0,1,0.0
3868,16,15,1,0,16,0.0
3869,2,2,0,0,2,0.0
3871,3,3,0,0,3,0.0
3872,1,1,0,0,1,0.0
3873,123,72,36,15,69,12.2
3874,4,2,2,0,4,0.0
3875,2,2,0,0,2,0.0
3876,6,6,0,0,6,0.0
3878,3,0,2,1,3,33.33
3880,1,0,1,0,1,0.0
3881,2,0,2,0,2,0.0
3883,11,11,0,0,8,0.0
3885,34,22,11,1,21,2.94
3886,1,1,0,0,1,0.0
3887,34,13,15,6,28,17.65
3888,1,1,0,0,1,0.0
3889,1,1,0,0,1,0.0
3891,10,8,2,0,7,0.0
3892,1,0,1,0,1,0.0
3893,26,24,1,1,12,3.85
3894,1,1,0,0,1,0.0
3896,2,1,1,0,2,0.0
3897,5,2,2,1,5,20.0
3898,1,1,0,0,1,0.0
3899,3,3,0,0,3,0.0
3900,1,1,0,0,1,0.0
3901,1,1,0,0,1,0.0
3902,26,17,5,4,18,15.38
3903,2,1,1,0,2,0.0
3904,4,2,2,0,4,0.0
3905,7,4,2,1,6,14.29
3906,28,18,4,6,26,21.43
3907,7,3,1,3,7,42.86
3908,5,5,0,0,5,0.0
3909,10,5,5,0,10,0.0
3910,1,0,1,0,1,0.0
3911,2,0,2,0,2,0.0
3912,1,1,0,0,1,0.0
3913,1,0,1,0,1,0.0
3915,8,6,1,1,8,12.5
3916,2,1,1,0,2,0.0
3917,1,1,0,0,1,0.0
3918,2,2,0,0,2,0.0
3920,18,13,5,0,14,0.0
3921,2,1,1,0,2,0.0
3922,1,1,0,0,1,0.0
3923,4,0,3,1,3,25.0
3925,1,0,1,0,1,0.0
3926,3,2,0,1,3,33.33
3927,8,8,0,0,8,0.0
3928,1,0,1,0,1,0.0
3929,3,2,0,1,3,33.33
3930,6,2,4,0,6,0.0
3931,5,0,5,0,5,0.0
3932,2,2,0,0,2,0.0
3933,50,25,10,15,47,30.0
3934,4,0,3,1,4,25.0
3935,1,1,0,0,1,0.0
3936,2,2,0,0,2,0.0
3937,13,9,4,0,7,0.0
3938,3,2,1,0,3,0.0
3939,1,0,1,0,1,0.0
3940,3,3,0,0,3,0.0
3941,9,8,0,1,9,11.11
3942,1,1,0,0,1,0.0
3943,18,16,2,0,12,0.0
3944,1,1,0,0,1,0.0
3945,2,0,2,0,2,0.0
3946,1,1,0,0,1,0.0
3947,1,1,0,0,1,0.0
3948,1,1,0,0,1,0.0
3949,1,1,0,0,1,0.0
3950,4,4,0,0,4,0.0
3952,3,1,2,0,3,0.0
3953,1,1,0,0,1,0.0
3954,18,12,6,0,13,0.0
3955,4,3,1,0,4,0.0
3956,1,1,0,0,1,0.0
3957,1,1,0,0,1,0.0
3958,12,6,6,0,12,0.0
3959,2,1,0,1,2,50.0
3960,2,2,0,0,2,0.0
3962,1,0,1,0,1,0.0
3963,1,0,1,0,1,0.0
3964,9,7,2,0,6,0.0
3965,4,0,4,0,4,0.0
3966,2,1,1,0,2,0.0
3967,1,1,0,0,1,0.0
3968,1,1,0,0,1,0.0
3969,4,3,0,1,4,25.0
3970,3,2,1,0,3,0.0
3972,4,4,0,0,4,0.0
3973,1,1,0,0,1,0.0
3974,3,2,1,0,3,0.0
3976,14,5,3,6,8,42.86
3977,1,0,1,0,1,0.0
3978,2,2,0,0,2,0.0
3979,5,3,1,1,3,20.0
3980,1,1,0,0,1,0.0
3981,2,2,0,0,2,0.0
3982,7,2,4,1,7,14.29
3983,4,4,0,0,4,0.0
3984,3,2,1,0,2,0.0
3986,30,20,10,0,14,0.0
3987,1,0,0,1,1,100.0
3988,3,3,0,0,3,0.0
3989,1,0,1,0,1,0.0
3990,9,3,5,1,5,11.11
3991,2,0,1,1,2,50.0
3993,3,3,0,0,3,0.0
3995,2,2,0,0,2,0.0
3996,2,1,1,0,2,0.0
3997,4,4,0,0,4,0.0
3998,1,0,0,1,1,100.0
3999,2,1,1,0,2,0.0
4001,6,4,1,1,6,16.67
4003,42,27,15,0,21,0.0
4004,1,1,0,0,1,0.0
4005,8,4,2,2,6,25.0
