brand_id,total_interactions,clicks,cart_additions,purchases,unique_products,purchase_share_percent
43463973,2,1,1,0,1,0.0
23490439,14,12,2,0,14,0.0
79380336,6,3,3,0,6,0.0
11884993,3,0,2,1,2,33.33
79444100,50,36,9,5,37,10.0
76609131,2,2,0,0,2,0.0
45751146,34,32,2,0,34,0.0
18509453,2,2,0,0,2,0.0
19199817,2,1,1,0,2,0.0
11491909,21,10,10,1,15,4.76
40706056,1,1,0,0,1,0.0
78143088,17,14,3,0,17,0.0
61633661,5,4,1,0,5,0.0
5050200,3,3,0,0,3,0.0
14402912,3,3,0,0,3,0.0
51198136,29,11,13,5,27,17.24
18587126,3,3,0,0,1,0.0
57387257,17,9,7,1,7,5.88
76228519,11,3,6,2,5,18.18
97755278,3,2,1,0,3,0.0
77813421,3,3,0,0,3,0.0
72264116,1,1,0,0,1,0.0
44801897,3,3,0,0,3,0.0
53712973,37,20,12,5,32,13.51
45843464,5,4,1,0,4,0.0
96200732,12,6,5,1,12,8.33
84689526,1,0,1,0,1,0.0
72688805,3,2,1,0,2,0.0
67638269,9,8,1,0,9,0.0
60026990,31,18,8,5,14,16.13
98174505,1,1,0,0,1,0.0
36204602,1,1,0,0,1,0.0
42835681,2,2,0,0,2,0.0
3883057,5,5,0,0,5,0.0
67579624,7,5,2,0,4,0.0
76057778,3,0,3,0,2,0.0
73130257,121,86,31,4,40,3.31
6040123,2,2,0,0,2,0.0
74612389,1,1,0,0,1,0.0
59700303,24,20,4,0,24,0.0
5143934,20,17,2,1,12,5.0
93773646,1,0,1,0,1,0.0
21070478,1,1,0,0,1,0.0
44835130,3,2,1,0,3,0.0
67315578,34,19,13,2,14,5.88
27222909,40,29,9,2,14,5.0
17156349,7,5,1,1,4,14.29
57956703,2,0,1,1,1,50.0
87906415,15,13,2,0,15,0.0
76351340,16,14,2,0,15,0.0
67614987,2,2,0,0,2,0.0
55016712,4,4,0,0,4,0.0
83862688,31,13,12,6,24,19.35
86517386,8,4,4,0,8,0.0
40739846,10,8,2,0,9,0.0
35807651,5,5,0,0,5,0.0
19745709,15,13,2,0,15,0.0
45290446,2,2,0,0,2,0.0
57373367,3,3,0,0,3,0.0
78124075,3,3,0,0,3,0.0
6638648,20,18,1,1,20,5.0
62353127,4,3,1,0,4,0.0
51150871,2,2,0,0,2,0.0
49615516,1,1,0,0,1,0.0
26317206,1,1,0,0,1,0.0
21698478,19,12,5,2,17,10.53
7680838,6,6,0,0,5,0.0
73834183,1,1,0,0,1,0.0
93891422,1,1,0,0,1,0.0
18890577,5,5,0,0,5,0.0
95864177,3,2,1,0,3,0.0
67557829,11,9,2,0,11,0.0
64529817,12,5,5,2,4,16.67
74490430,5,5,0,0,5,0.0
16738283,1,1,0,0,1,0.0
69020565,15,11,3,1,1,6.67
16502376,16,12,3,1,10,6.25
78248735,4,1,1,2,4,50.0
41283807,11,4,5,2,9,18.18
16690148,9,7,2,0,9,0.0
88296530,3,3,0,0,2,0.0
24451677,39,26,13,0,38,0.0
76371599,3,3,0,0,3,0.0
2759568,27,13,8,6,18,22.22
92792643,10,6,2,2,10,20.0
47742801,3,2,1,0,3,0.0
16735471,11,3,4,4,4,36.36
52114433,6,2,4,0,3,0.0
14676004,7,4,2,1,7,14.29
6200108,1,1,0,0,1,0.0
48383849,3,3,0,0,3,0.0
75079514,3,3,0,0,2,0.0
22316188,19,10,9,0,15,0.0
24226325,30,24,4,2,5,6.67
25418200,4,3,0,1,4,25.0
37673633,1,0,1,0,1,0.0
26373869,23,13,8,2,16,8.7
83290755,3,3,0,0,3,0.0
37959867,1,1,0,0,1,0.0
31605518,4,3,1,0,4,0.0
28768749,8,6,1,1,3,12.5
47588597,47,21,17,9,40,19.15
95411627,5,4,1,0,5,0.0
11095023,18,15,3,0,16,0.0
63510894,5,3,2,0,5,0.0
90229038,5,3,1,1,4,20.0
44829255,1,1,0,0,1,0.0
51375154,2,2,0,0,2,0.0
24995135,35,27,6,2,32,5.71
60583036,17,14,2,1,16,5.88
31885680,2,1,1,0,2,0.0
89677037,4,2,0,2,4,50.0
27373453,4,2,1,1,4,25.0
37751859,2,2,0,0,2,0.0
67709301,4,3,1,0,4,0.0
68996548,2,2,0,0,2,0.0
5716874,1,0,1,0,1,0.0
28424840,21,16,4,1,10,4.76
92023306,6,4,2,0,6,0.0
36636226,1,1,0,0,1,0.0
83764578,9,4,2,3,6,33.33
98878883,1,0,1,0,1,0.0
77462529,35,29,6,0,23,0.0
74620880,6,3,3,0,5,0.0
87037155,4,2,2,0,1,0.0
14427331,1,0,0,1,1,100.0
84760507,7,7,0,0,7,0.0
82784020,3,1,1,1,3,33.33
81740209,2,1,1,0,1,0.0
63795175,7,5,2,0,4,0.0
78676284,15,10,4,1,6,6.67
53685115,41,34,7,0,39,0.0
65919938,2,1,0,1,2,50.0
289171,9,4,3,2,6,22.22
85892536,25,19,5,1,25,4.0
47468092,7,7,0,0,7,0.0
10162864,36,27,9,0,32,0.0
34280661,5,4,1,0,5,0.0
43535945,7,4,2,1,6,14.29
64337094,3,2,1,0,3,0.0
14388019,11,8,3,0,7,0.0
31498595,31,26,5,0,17,0.0
88638726,4,3,1,0,2,0.0
84416425,1,1,0,0,1,0.0
19700899,2,2,0,0,2,0.0
45652384,3,2,1,0,3,0.0
87844226,25,11,11,3,12,12.0
20973224,1,1,0,0,1,0.0
11118148,29,17,5,7,11,24.14
33000730,11,9,1,1,9,9.09
54661299,3,2,1,0,3,0.0
50154815,39,28,11,0,25,0.0
12012789,18,13,2,3,17,16.67
84545048,13,12,1,0,10,0.0
65401675,1,0,1,0,1,0.0
9281878,6,6,0,0,5,0.0
98509809,62,47,13,2,56,3.23
47200040,3,3,0,0,3,0.0
60510061,8,6,2,0,8,0.0
70625594,16,11,3,2,10,12.5
96745641,13,8,1,4,13,30.77
30677611,30,13,10,7,12,23.33
55190195,4,4,0,0,4,0.0
80528650,12,8,4,0,11,0.0
51480585,3,3,0,0,3,0.0
39807640,10,5,4,1,8,10.0
95893862,2,2,0,0,1,0.0
16837424,7,6,1,0,5,0.0
18525019,20,12,7,1,20,5.0
73945135,1,0,1,0,1,0.0
93468997,10,6,3,1,7,10.0
56852613,1,1,0,0,1,0.0
73243366,18,11,3,4,17,22.22
46027910,14,13,1,0,13,0.0
48035678,10,5,3,2,8,20.0
91858274,7,5,1,1,6,14.29
46038253,1,0,1,0,1,0.0
2969547,1,1,0,0,1,0.0
50761114,2,2,0,0,2,0.0
64582501,21,15,5,1,11,4.76
89746750,9,8,1,0,9,0.0
10425937,4,2,1,1,4,25.0
25758663,5,4,1,0,5,0.0
21627502,2,2,0,0,2,0.0
91105635,4,4,0,0,3,0.0
12913002,1,1,0,0,1,0.0
46648774,11,8,1,2,8,18.18
31994485,1,0,1,0,1,0.0
11660599,19,11,7,1,19,5.26
42591938,10,4,5,1,9,10.0
70984915,7,1,2,4,6,57.14
84031106,19,9,9,1,15,5.26
79250477,2,1,0,1,2,50.0
97855990,5,5,0,0,1,0.0
99425225,7,6,0,1,4,14.29
37793930,3,3,0,0,3,0.0
14569813,1,1,0,0,1,0.0
53505220,1,1,0,0,1,0.0
75008350,2,1,1,0,2,0.0
80165999,5,3,2,0,4,0.0
74448972,8,7,1,0,6,0.0
68023478,6,5,1,0,5,0.0
94458894,3,3,0,0,3,0.0
95486336,20,16,4,0,11,0.0
12538224,84,52,20,12,63,14.29
11574161,8,6,2,0,5,0.0
24245116,4,3,1,0,4,0.0
75594478,1,0,1,0,1,0.0
83841204,28,13,8,7,11,25.0
67432450,4,3,0,1,4,25.0
77245664,1,1,0,0,1,0.0
39893720,2,2,0,0,2,0.0
10850481,39,27,12,0,21,0.0
71717260,2,2,0,0,2,0.0
38380594,2,0,1,1,2,50.0
95907318,1,0,1,0,1,0.0
18555172,1,0,0,1,1,100.0
76664050,1,1,0,0,1,0.0
20843022,7,6,1,0,4,0.0
94991477,5,5,0,0,3,0.0
12505129,8,7,1,0,7,0.0
57760044,31,26,4,1,31,3.23
72096272,1,0,1,0,1,0.0
94866109,2,2,0,0,1,0.0
78887793,1,1,0,0,1,0.0
29650070,23,19,4,0,22,0.0
85434332,3,2,0,1,3,33.33
28271012,12,10,2,0,11,0.0
45780607,6,3,2,1,6,16.67
72517080,13,9,4,0,11,0.0
28672273,44,36,7,1,42,2.27
99536882,53,25,23,5,35,9.43
27572612,32,14,15,3,21,9.38
96201711,1,1,0,0,1,0.0
38823076,11,10,1,0,9,0.0
43718421,14,10,4,0,12,0.0
31224375,6,6,0,0,4,0.0
74481005,19,12,6,1,10,5.26
1950732,6,6,0,0,6,0.0
22299895,4,3,1,0,4,0.0
32767936,6,6,0,0,6,0.0
4571974,2,2,0,0,2,0.0
63919706,5,3,2,0,5,0.0
66019427,11,5,3,3,4,27.27
18836155,11,9,2,0,7,0.0
52228523,11,5,5,1,6,9.09
70513234,5,5,0,0,5,0.0
6239676,1,0,1,0,1,0.0
19872710,7,7,0,0,6,0.0
43050371,1,1,0,0,1,0.0
64149000,8,8,0,0,8,0.0
3975036,3,2,1,0,3,0.0
5588611,10,6,3,1,7,10.0
23259399,2,2,0,0,2,0.0
56234879,12,5,4,3,5,25.0
91410142,1,1,0,0,1,0.0
33536081,4,4,0,0,3,0.0
33144435,29,21,6,2,29,6.9
20662126,1,1,0,0,1,0.0
70255149,3,3,0,0,3,0.0
47510766,13,9,4,0,9,0.0
78443976,7,4,2,1,4,14.29
40598558,1,1,0,0,1,0.0
55827832,6,5,1,0,3,0.0
57542238,8,6,1,1,5,12.5
49489525,30,18,11,1,22,3.33
44992465,20,9,11,0,13,0.0
37748830,21,14,6,1,14,4.76
51092485,6,6,0,0,6,0.0
54280546,23,20,3,0,9,0.0
69415602,52,26,21,5,44,9.62
34920787,5,2,1,2,5,40.0
28651573,3,1,2,0,3,0.0
77126995,5,1,4,0,5,0.0
36513867,2,2,0,0,2,0.0
14992410,2,2,0,0,2,0.0
72397819,2,1,1,0,2,0.0
4726905,10,9,1,0,10,0.0
42893425,1,1,0,0,1,0.0
28117967,11,4,7,0,9,0.0
7242751,8,5,1,2,5,25.0
68013631,80,47,16,17,58,21.25
13913446,25,14,10,1,19,4.0
29648778,15,10,3,2,10,13.33
57967998,1,1,0,0,1,0.0
79246863,4,4,0,0,3,0.0
80576991,1,1,0,0,1,0.0
98535330,65,55,8,2,54,3.08
83752328,1,1,0,0,1,0.0
72353516,2,2,0,0,1,0.0
15363741,6,4,2,0,3,0.0
35626660,40,33,3,4,37,10.0
37477704,7,7,0,0,7,0.0
43477429,1,0,1,0,1,0.0
19725792,4,4,0,0,4,0.0
83664658,1,1,0,0,1,0.0
3563803,1,0,1,0,1,0.0
14589585,5,4,1,0,4,0.0
50360150,1,1,0,0,1,0.0
674251,5,1,3,1,5,20.0
60937733,18,11,5,2,18,11.11
8846738,3,3,0,0,3,0.0
49939833,2,2,0,0,2,0.0
8443524,4,2,1,1,4,25.0
33575361,5,4,1,0,4,0.0
57857478,44,40,4,0,28,0.0
31360597,7,5,2,0,4,0.0
46590520,5,3,1,1,4,20.0
59745872,12,7,3,2,10,16.67
6728091,5,4,1,0,5,0.0
67961222,46,29,15,2,34,4.35
6597086,8,5,3,0,7,0.0
10270210,6,5,1,0,4,0.0
48301761,21,18,2,1,20,4.76
33784908,9,7,2,0,9,0.0
38783457,9,8,1,0,9,0.0
49168773,7,5,2,0,7,0.0
52018005,4,4,0,0,4,0.0
86327042,5,3,2,0,4,0.0
81218551,5,4,1,0,5,0.0
318502,10,9,1,0,9,0.0
54790899,17,8,7,2,14,11.76
59993796,3,2,1,0,3,0.0
3112213,1,0,1,0,1,0.0
30257053,20,9,7,4,15,20.0
61007215,13,8,4,1,10,7.69
39186629,8,7,1,0,5,0.0
85991274,8,5,2,1,8,12.5
69740666,1,1,0,0,1,0.0
68845539,3,1,1,1,3,33.33
97468174,3,3,0,0,2,0.0
55769691,2,2,0,0,2,0.0
24920985,32,11,16,5,30,15.62
23667783,2,1,1,0,1,0.0
89202043,6,5,1,0,5,0.0
9562454,9,6,1,2,3,22.22
6375592,1,0,1,0,1,0.0
63968079,32,14,8,10,23,31.25
87140942,8,4,4,0,6,0.0
42514011,4,4,0,0,4,0.0
86612066,18,13,4,1,16,5.56
83716969,2,2,0,0,2,0.0
61820124,5,4,1,0,4,0.0
67820387,2,1,1,0,2,0.0
89854527,6,4,1,1,3,16.67
62895278,10,5,3,2,9,20.0
40109222,29,26,2,1,27,3.45
3807931,2,2,0,0,2,0.0
69369847,30,24,4,2,16,6.67
36072397,1,1,0,0,1,0.0
34409243,14,10,4,0,8,0.0
59066992,1,1,0,0,1,0.0
94380487,2,2,0,0,2,0.0
39142411,1,0,1,0,1,0.0
29668758,1,0,1,0,1,0.0
28073012,32,18,6,8,29,25.0
96040923,7,6,1,0,7,0.0
497265,14,10,3,1,12,7.14
3922601,50,47,3,0,45,0.0
79292507,2,2,0,0,2,0.0
38780533,51,35,13,3,45,5.88
24649428,66,35,21,10,44,15.15
4959626,12,3,5,4,12,33.33
83716547,1,1,0,0,1,0.0
71140747,57,52,5,0,54,0.0
88027995,13,13,0,0,13,0.0
72129882,66,37,16,13,50,19.7
56068431,17,16,1,0,15,0.0
2080805,27,11,8,8,21,29.63
34441966,1,0,1,0,1,0.0
78491740,2,2,0,0,2,0.0
4712832,41,24,16,1,40,2.44
82557365,5,4,1,0,3,0.0
27077499,29,12,11,6,27,20.69
34763894,43,32,9,2,32,4.65
79875058,5,4,1,0,5,0.0
96997554,19,17,2,0,14,0.0
54463815,13,10,3,0,10,0.0
72401240,9,7,1,1,8,11.11
20313708,1,1,0,0,1,0.0
75503224,1,0,1,0,1,0.0
55577549,13,9,2,2,11,15.38
51524838,2,2,0,0,2,0.0
32649126,4,4,0,0,1,0.0
52982814,2,1,1,0,2,0.0
78379676,2,1,1,0,2,0.0
30182765,2,2,0,0,2,0.0
55162787,5,4,1,0,4,0.0
28949755,8,3,4,1,6,12.5
11449697,47,30,13,4,31,8.51
73124414,9,5,2,2,8,22.22
29292241,10,4,5,1,8,10.0
46194992,3,2,0,1,3,33.33
75713240,3,3,0,0,3,0.0
74698261,3,1,2,0,3,0.0
55558696,17,11,6,0,16,0.0
2168052,37,24,8,5,29,13.51
98083844,4,4,0,0,4,0.0
79695053,4,3,0,1,4,25.0
29159755,1,0,0,1,1,100.0
19532914,16,5,7,4,14,25.0
7127572,1,0,0,1,1,100.0
83282932,11,10,1,0,11,0.0
7002059,7,6,1,0,7,0.0
11938846,9,8,1,0,6,0.0
55569522,11,9,1,1,11,9.09
34150566,4,3,1,0,4,0.0
78561537,34,27,5,2,21,5.88
71206118,19,15,4,0,10,0.0
64462956,1,1,0,0,1,0.0
20462012,23,20,2,1,18,4.35
92893829,5,4,1,0,5,0.0
20096193,28,17,9,2,19,7.14
56995465,4,4,0,0,4,0.0
59567831,31,20,7,4,29,12.9
39315626,40,24,14,2,38,5.0
65435098,2,1,1,0,2,0.0
95537741,9,7,1,1,9,11.11
41711644,14,9,5,0,13,0.0
83354768,23,19,3,1,16,4.35
69094452,2,2,0,0,2,0.0
95413521,10,9,0,1,10,10.0
11856928,8,6,2,0,8,0.0
23100948,39,28,6,5,32,12.82
60206081,2,1,1,0,2,0.0
67089278,1,0,1,0,1,0.0
35897732,60,47,12,1,55,1.67
90635118,7,4,2,1,6,14.29
60019167,6,2,1,3,6,50.0
72399611,2,1,1,0,2,0.0
59730023,10,8,1,1,10,10.0
77877110,12,5,5,2,11,16.67
16623286,20,18,1,1,14,5.0
65546997,4,2,2,0,4,0.0
82947915,6,2,3,1,6,16.67
29750512,2,2,0,0,2,0.0
78517600,2,2,0,0,2,0.0
16051872,3,0,3,0,3,0.0
48602775,1,1,0,0,1,0.0
87905979,2,1,1,0,1,0.0
84301996,7,5,2,0,3,0.0
7094716,51,32,13,6,21,11.76
91515723,3,2,1,0,3,0.0
23105116,13,9,1,3,10,23.08
51136067,23,17,6,0,22,0.0
58648774,9,3,4,2,3,22.22
85787734,8,6,1,1,5,12.5
86132146,2,1,1,0,2,0.0
92911074,7,5,2,0,6,0.0
11518112,13,9,2,2,9,15.38
27540627,5,5,0,0,5,0.0
69917486,1,1,0,0,1,0.0
17341750,1,1,0,0,1,0.0
53888310,2,2,0,0,2,0.0
62310580,2,1,0,1,2,50.0
86724259,13,10,2,1,13,7.69
23476395,23,18,2,3,20,13.04
25806018,3,2,1,0,2,0.0
81974763,1,1,0,0,1,0.0
74942679,2,2,0,0,2,0.0
2247360,6,4,0,2,6,33.33
99967370,16,15,1,0,14,0.0
26477066,5,5,0,0,5,0.0
65993820,4,4,0,0,4,0.0
5320526,3,3,0,0,3,0.0
41661737,9,8,1,0,9,0.0
50852166,3,3,0,0,2,0.0
23380749,2,1,1,0,2,0.0
49042167,1,0,1,0,1,0.0
96141568,10,4,6,0,9,0.0
81471562,4,3,1,0,2,0.0
19391926,1,1,0,0,1,0.0
67979993,12,7,5,0,10,0.0
41019130,7,6,1,0,7,0.0
93694833,7,6,1,0,6,0.0
82954206,1,1,0,0,1,0.0
77198608,2,2,0,0,2,0.0
68273063,5,3,1,1,4,20.0
35873,1,0,1,0,1,0.0
36896936,35,22,10,3,19,8.57
38743773,15,12,1,2,7,13.33
12288005,40,26,10,4,20,10.0
6477029,17,12,2,3,17,17.65
54517461,6,3,3,0,5,0.0
40451879,1,1,0,0,1,0.0
92795024,51,24,15,12,37,23.53
55224530,14,13,1,0,11,0.0
92777744,7,5,2,0,5,0.0
87279579,18,10,5,3,11,16.67
54410302,6,6,0,0,4,0.0
64498297,6,6,0,0,5,0.0
55100462,48,33,13,2,31,4.17
32984228,3,3,0,0,3,0.0
76185787,9,8,1,0,9,0.0
82880821,7,6,1,0,7,0.0
78924441,5,5,0,0,5,0.0
5105783,27,25,2,0,24,0.0
81759244,13,10,3,0,8,0.0
93198589,2,1,1,0,2,0.0
58271206,4,4,0,0,4,0.0
10582586,1,1,0,0,1,0.0
33163277,5,3,2,0,5,0.0
36728138,1,1,0,0,1,0.0
66715950,21,17,2,2,4,9.52
11792296,2,2,0,0,1,0.0
3268408,2,2,0,0,2,0.0
2707939,9,8,1,0,9,0.0
65340684,15,10,3,2,9,13.33
20045695,1,1,0,0,1,0.0
26944306,7,6,1,0,7,0.0
68266233,4,3,1,0,4,0.0
65712884,3,2,1,0,3,0.0
63332954,4,3,1,0,4,0.0
13277831,13,12,1,0,13,0.0
41611564,40,33,7,0,37,0.0
72860589,1,0,1,0,1,0.0
41051623,14,9,4,1,13,7.14
94970728,4,2,2,0,4,0.0
58692072,18,10,2,6,10,33.33
84724042,16,13,3,0,16,0.0
84486469,3,2,1,0,3,0.0
74050044,23,17,6,0,19,0.0
53826655,19,9,8,2,14,10.53
90100053,7,4,3,0,7,0.0
54146037,51,40,9,2,8,3.92
31310527,5,4,1,0,5,0.0
99132788,5,4,1,0,5,0.0
63622147,3,2,1,0,3,0.0
16655788,4,4,0,0,3,0.0
84208612,17,6,4,7,8,41.18
60949465,2,2,0,0,2,0.0
90892666,12,10,2,0,4,0.0
65884843,3,0,1,2,3,66.67
78442177,28,21,6,1,28,3.57
39077872,25,12,9,4,25,16.0
72094536,8,4,4,0,4,0.0
64790893,5,2,1,2,3,40.0
57909335,2,2,0,0,1,0.0
57750870,4,4,0,0,3,0.0
57879562,11,9,2,0,11,0.0
40261608,5,3,2,0,5,0.0
93790901,5,4,0,1,5,20.0
30297899,7,6,1,0,6,0.0
19933259,2,2,0,0,2,0.0
66158695,1,1,0,0,1,0.0
92397051,2,2,0,0,2,0.0
59513390,20,14,3,3,15,15.0
26581543,8,6,1,1,7,12.5
89937246,33,29,4,0,23,0.0
33601416,19,13,4,2,13,10.53
58583653,6,4,2,0,3,0.0
75132053,13,8,3,2,9,15.38
28779314,13,8,3,2,12,15.38
12011655,13,8,5,0,11,0.0
23071815,6,5,1,0,5,0.0
3919247,31,26,4,1,26,3.23
54167975,10,9,1,0,9,0.0
31013542,1,0,0,1,1,100.0
75705845,2,2,0,0,2,0.0
20464848,1,1,0,0,1,0.0
68234888,1,1,0,0,1,0.0
26048124,18,8,4,6,12,33.33
23532401,4,4,0,0,3,0.0
32759389,5,4,1,0,4,0.0
75882038,13,11,2,0,12,0.0
27638502,3,3,0,0,3,0.0
70368986,2,2,0,0,2,0.0
96386367,2,1,1,0,1,0.0
96503576,1,1,0,0,1,0.0
53374554,4,2,2,0,4,0.0
64806306,10,5,4,1,10,10.0
67251257,4,2,1,1,4,25.0
64126019,8,6,2,0,4,0.0
96514679,31,25,6,0,27,0.0
21242372,1,0,1,0,1,0.0
7917669,4,1,3,0,3,0.0
2659554,5,4,1,0,5,0.0
80088944,5,1,3,1,4,20.0
24157886,59,51,6,2,55,3.39
5912846,117,63,37,17,74,14.53
95378980,11,10,1,0,10,0.0
53571648,40,31,7,2,21,5.0
34073950,51,29,10,12,22,23.53
41735287,1,0,1,0,1,0.0
85576579,2,1,1,0,2,0.0
76019069,16,9,5,2,16,12.5
17004701,2,2,0,0,2,0.0
72971273,22,11,10,1,21,4.55
28913392,33,25,8,0,30,0.0
71793375,2,1,1,0,2,0.0
69987735,1,1,0,0,1,0.0
14553098,4,3,1,0,4,0.0
73802198,10,8,2,0,10,0.0
28332440,30,20,7,3,9,10.0
9195597,17,10,4,3,11,17.65
82747232,22,15,7,0,15,0.0
53733284,10,10,0,0,9,0.0
97119623,9,7,2,0,6,0.0
52240176,1,1,0,0,1,0.0
4024841,34,26,5,3,28,8.82
4166182,1,1,0,0,1,0.0
79097204,119,96,16,7,103,5.88
72816478,7,6,1,0,6,0.0
25472205,3,3,0,0,3,0.0
31254561,6,5,1,0,5,0.0
32074589,6,2,1,3,5,50.0
75933423,1,0,1,0,1,0.0
80559154,2,0,2,0,2,0.0
8366617,1,1,0,0,1,0.0
74959310,4,3,1,0,3,0.0
88877464,8,5,3,0,8,0.0
45737276,2,2,0,0,2,0.0
67640019,1,0,1,0,1,0.0
31742004,5,4,1,0,5,0.0
52450914,6,6,0,0,5,0.0
47863536,16,7,9,0,11,0.0
89821049,7,5,0,2,4,28.57
98752811,2,1,0,1,2,50.0
76441446,2,1,1,0,2,0.0
65463447,5,1,4,0,5,0.0
53973859,8,5,3,0,5,0.0
45896780,47,42,4,1,45,2.13
62094666,8,6,2,0,8,0.0
32859847,1,1,0,0,1,0.0
70408114,4,3,1,0,4,0.0
7919641,13,6,1,6,11,46.15
31579019,7,4,2,1,2,14.29
15130543,1,1,0,0,1,0.0
47545725,2,1,0,1,2,50.0
71116747,2,1,1,0,2,0.0
62866537,1,0,1,0,1,0.0
15781261,1,1,0,0,1,0.0
29469681,88,60,27,1,72,1.14
13055284,5,4,1,0,5,0.0
48830447,4,1,2,1,4,25.0
69650099,1,1,0,0,1,0.0
90608588,56,48,8,0,49,0.0
22165351,2,1,1,0,2,0.0
85551292,119,70,45,4,66,3.36
20891652,10,5,4,1,4,10.0
35866042,3,0,1,2,3,66.67
91511560,1,1,0,0,1,0.0
72563156,6,1,5,0,6,0.0
11058466,1,1,0,0,1,0.0
85994945,6,5,1,0,5,0.0
13259238,118,108,10,0,107,0.0
71695344,1,1,0,0,1,0.0
41766740,5,3,1,1,5,20.0
39603958,1,1,0,0,1,0.0
68477267,5,5,0,0,5,0.0
37451489,1,1,0,0,1,0.0
15055150,4,3,1,0,4,0.0
82493903,81,58,23,0,50,0.0
74537285,7,6,0,1,5,14.29
30872894,3,2,1,0,3,0.0
16411304,11,8,0,3,8,27.27
37491806,7,5,2,0,4,0.0
86053105,5,4,1,0,5,0.0
51772283,1,1,0,0,1,0.0
90300404,1,0,1,0,1,0.0
91066874,14,10,1,3,9,21.43
71955046,3,3,0,0,3,0.0
742764,6,6,0,0,5,0.0
84887857,5,5,0,0,5,0.0
53721128,9,6,3,0,8,0.0
55268003,10,9,1,0,8,0.0
66555638,6,6,0,0,2,0.0
65720591,2,1,1,0,2,0.0
96160308,1,1,0,0,1,0.0
13330509,1,1,0,0,1,0.0
35629544,25,19,3,3,25,12.0
35947019,20,12,5,3,14,15.0
32199899,6,5,0,1,6,16.67
38667509,42,31,9,2,31,4.76
74073494,7,4,2,1,3,14.29
58184683,30,18,9,3,11,10.0
47769975,4,2,2,0,3,0.0
29988739,2,2,0,0,2,0.0
45579372,26,18,7,1,20,3.85
10008162,6,4,2,0,6,0.0
48268776,2,2,0,0,2,0.0
84229220,2,1,1,0,2,0.0
72282542,2,1,1,0,1,0.0
18771971,12,8,2,2,5,16.67
85578512,12,10,2,0,12,0.0
32044190,9,8,1,0,9,0.0
41821384,2,2,0,0,2,0.0
7168075,5,2,3,0,5,0.0
20071038,3,3,0,0,3,0.0
84060325,5,5,0,0,5,0.0
80314572,59,45,14,0,41,0.0
12225458,6,6,0,0,2,0.0
81474394,15,10,5,0,15,0.0
77135917,2,2,0,0,2,0.0
52963678,17,10,5,2,17,11.76
61516456,6,4,2,0,5,0.0
43278958,1,1,0,0,1,0.0
82726838,5,5,0,0,5,0.0
93608826,8,8,0,0,7,0.0
78695103,2,2,0,0,2,0.0
67362680,4,4,0,0,3,0.0
10468590,1,1,0,0,1,0.0
55921193,5,5,0,0,5,0.0
74266874,2,1,1,0,2,0.0
50193594,15,8,5,2,9,13.33
66619129,9,7,2,0,7,0.0
47146340,1,1,0,0,1,0.0
96246535,4,3,1,0,3,0.0
5098183,1,1,0,0,1,0.0
14988297,2,2,0,0,2,0.0
53256739,1,1,0,0,1,0.0
47307583,1,0,1,0,1,0.0
40678366,4,4,0,0,3,0.0
74905458,6,5,1,0,6,0.0
41631683,15,13,2,0,15,0.0
48244941,1,1,0,0,1,0.0
80750832,3,2,1,0,3,0.0
75271744,15,9,4,2,12,13.33
69381481,33,29,4,0,26,0.0
5815940,3,2,1,0,3,0.0
22770295,4,3,1,0,3,0.0
66710677,1,1,0,0,1,0.0
69020395,4,2,1,1,2,25.0
3530744,1,1,0,0,1,0.0
50715415,1,1,0,0,1,0.0
80364867,9,8,0,1,9,11.11
26119866,11,9,2,0,10,0.0
28451885,30,14,12,4,23,13.33
29168753,8,4,2,2,1,25.0
48573863,21,11,6,4,18,19.05
22507839,4,4,0,0,4,0.0
87669400,1,1,0,0,1,0.0
86697976,2,2,0,0,2,0.0
62532111,2,2,0,0,1,0.0
60760813,4,3,1,0,4,0.0
22529622,6,3,2,1,5,16.67
60969820,1,1,0,0,1,0.0
58184186,6,6,0,0,4,0.0
72618977,5,5,0,0,5,0.0
5136144,3,1,2,0,1,0.0
97465506,7,7,0,0,6,0.0
360577,3,1,2,0,3,0.0
37984665,8,5,2,1,7,12.5
15842742,3,2,1,0,3,0.0
78969240,10,0,9,1,6,10.0
80245695,2,2,0,0,2,0.0
13901592,6,4,2,0,5,0.0
32494094,5,4,1,0,4,0.0
15350762,1,0,1,0,1,0.0
95525265,1,1,0,0,1,0.0
97529901,1,1,0,0,1,0.0
32342952,38,15,11,12,24,31.58
57859178,1,1,0,0,1,0.0
93876684,13,7,4,2,12,15.38
38840965,42,34,8,0,42,0.0
57857864,1,1,0,0,1,0.0
398838,2,1,1,0,2,0.0
85359261,11,11,0,0,10,0.0
99199690,30,24,6,0,28,0.0
57795883,7,5,2,0,6,0.0
33237871,4,4,0,0,4,0.0
46019335,5,5,0,0,5,0.0
91944267,2,2,0,0,2,0.0
92504388,1,1,0,0,1,0.0
46157971,12,10,2,0,9,0.0
51709452,45,35,10,0,45,0.0
55129314,1,0,0,1,1,100.0
68374946,31,25,5,1,31,3.23
93358167,2,1,0,1,2,50.0
35959528,3,2,1,0,3,0.0
41586350,4,4,0,0,2,0.0
59703592,4,4,0,0,2,0.0
56831524,26,19,4,3,25,11.54
84126407,2,2,0,0,2,0.0
71702716,3,0,1,2,3,66.67
84132874,3,3,0,0,3,0.0
