product_id,brand_id,category_level_4_id,shop_id,total_interactions,clicks,cart_additions,purchases,unique_query_records,purchase_share_percent
87005854,84646641,23794926,43750116,2,2,0,0,2,0.0
78374322,29422650,17282399,62730315,1,0,1,0,1,0.0
94342148,58705201,48073610,46486712,1,1,0,0,1,0.0
89261111,75235341,22195176,93102394,1,1,0,0,1,0.0
45347070,75235341,22195176,74169431,1,1,0,0,1,0.0
96182513,31206602,44610525,24593538,2,2,0,0,2,0.0
70964152,58907944,71901979,74295891,1,1,0,0,1,0.0
85115474,29386902,94484439,76531011,1,1,0,0,1,0.0
22011992,77871650,50594114,87792379,1,0,0,1,1,100.0
69763208,77871650,50594114,55513983,1,1,0,0,1,0.0
12385390,50353271,462318,16073852,6,5,1,0,6,0.0
96571034,40831161,32130995,45938314,1,0,0,1,1,100.0
82563821,35365827,33958481,84508027,1,0,1,0,1,0.0
91593258,25652436,33958481,16544373,1,0,1,0,1,0.0
49262226,42379519,33958481,50314707,1,0,1,0,1,0.0
41954349,68297852,33958481,2924022,1,1,0,0,1,0.0
15355130,25079257,33958481,11997988,1,0,1,0,1,0.0
61847044,99410430,33958481,24578648,1,0,1,0,1,0.0
11319909,80006636,33958481,12010567,1,1,0,0,1,0.0
2524592,34032190,33958481,37528461,1,0,1,0,1,0.0
28411184,18805839,52045310,92472954,1,1,0,0,1,0.0
29145037,78027057,88585498,16385144,1,1,0,0,1,0.0
70058271,62427530,90509522,38048893,1,1,0,0,1,0.0
77394963,92686552,88585498,47162363,1,0,1,0,1,0.0
10739839,78027057,88585498,16385144,1,1,0,0,1,0.0
88043866,20008200,11561321,29888562,1,1,0,0,1,0.0
66253586,79551116,8592953,67657747,1,1,0,0,1,0.0
54400891,10228951,78278665,41410019,1,0,1,0,1,0.0
77589870,61085683,91916559,86048853,1,1,0,0,1,0.0
76221325,61085683,49618507,43711593,1,0,0,1,1,100.0
49307483,70073954,76173162,4451165,1,1,0,0,1,0.0
86446114,75897504,76173162,57693242,1,1,0,0,1,0.0
73234737,75897504,76173162,68874450,1,1,0,0,1,0.0
84382607,99317665,41367368,61615652,1,1,0,0,1,0.0
80872804,97107624,21583771,22918374,1,1,0,0,1,0.0
40180477,9125911,4179153,47588172,2,1,1,0,2,0.0
75317467,33241674,462318,444450,1,1,0,0,1,0.0
6320758,33241674,462318,93465611,1,1,0,0,1,0.0
37763959,81339980,49251719,97870464,1,1,0,0,1,0.0
13958396,35476926,49251719,55650987,1,1,0,0,1,0.0
61608561,25803257,48302558,97935089,1,0,1,0,1,0.0
37930034,25803257,48302558,97935089,2,0,2,0,2,0.0
85537495,74927427,48302558,77336399,1,0,0,1,1,100.0
73144127,50907272,50020872,5613423,1,0,0,1,1,100.0
45076957,86438474,22842186,89675988,2,1,1,0,2,0.0
2507786,79390606,24526109,24031935,1,1,0,0,1,0.0
54454401,38987294,13015525,93948478,3,2,1,0,3,0.0
72377764,59173869,45576833,31118157,1,1,0,0,1,0.0
99252764,48573863,68843141,33053128,1,0,0,1,1,100.0
2383476,39186166,22195176,57097420,7,5,2,0,5,0.0
33328039,95080848,21583771,79328758,1,1,0,0,1,0.0
10707904,16530578,53372063,74237394,1,1,0,0,1,0.0
79747588,95080848,21583771,22918374,1,1,0,0,1,0.0
51003088,95080848,53372063,69645545,1,1,0,0,1,0.0
82304608,37708415,89850585,85017805,1,1,0,0,1,0.0
46269690,37708415,89850585,85017805,1,0,0,1,1,100.0
84823838,47671270,9933294,243933,1,1,0,0,1,0.0
84783598,58044512,36641027,77299133,1,1,0,0,1,0.0
58483770,51150943,14649435,32870041,1,1,0,0,1,0.0
12888441,28709364,60748671,48248227,1,1,0,0,1,0.0
80712795,1348031,52331699,80610335,2,2,0,0,2,0.0
23272674,17862640,74945795,92616357,2,1,0,1,2,50.0
6171664,21956052,12810220,69034679,1,1,0,0,1,0.0
13911650,21956052,12810220,8623580,1,1,0,0,1,0.0
32251121,18669627,48302558,22498227,1,1,0,0,1,0.0
55120876,99048237,49238832,85660665,1,0,1,0,1,0.0
25916812,25177320,86960403,12777910,1,0,0,1,1,100.0
39095594,97742551,40874035,83035754,1,1,0,0,1,0.0
55286936,31726943,16893312,46725283,1,1,0,0,1,0.0
59695929,60360596,43234307,29172015,1,1,0,0,1,0.0
48121061,91655248,97122609,75826114,1,1,0,0,1,0.0
4413071,60755798,51395640,91655188,1,1,0,0,1,0.0
59603360,98455685,61422541,19039847,3,2,1,0,3,0.0
18742016,12805253,85947630,12646302,1,0,0,1,1,100.0
48954246,77272896,85947630,4448485,1,0,1,0,1,0.0
97102141,72943887,24187102,40597704,1,1,0,0,1,0.0
2743753,72943887,24187102,40597704,1,1,0,0,1,0.0
39392896,91096470,83261719,86521100,6,2,4,0,4,0.0
99480041,19296537,47729357,33273027,1,0,1,0,1,0.0
31535034,68859756,91553326,50082423,1,0,1,0,1,0.0
47331082,68859756,91553326,50082423,1,1,0,0,1,0.0
55194736,68859756,91553326,8387621,1,0,1,0,1,0.0
59362505,13025025,82881138,72187535,1,0,1,0,1,0.0
76828492,11556082,81619287,12490355,1,1,0,0,1,0.0
15682891,87675207,64596584,58139116,2,2,0,0,2,0.0
49668123,83169013,53018823,37367442,2,1,1,0,1,0.0
48378290,82767861,24034610,35871627,1,0,1,0,1,0.0
16282654,36590834,24034610,13143523,1,1,0,0,1,0.0
35668296,42922882,6579735,44694550,1,0,1,0,1,0.0
75348200,1955278,8225121,84359682,2,1,0,1,1,50.0
4687284,72137209,77255620,70481867,3,2,1,0,3,0.0
93165475,23196633,56253428,60352955,2,2,0,0,2,0.0
32963085,71502685,58914556,7852836,1,0,1,0,1,0.0
59655452,75829742,58914556,35304488,1,1,0,0,1,0.0
74021539,51988788,58914556,41105198,1,1,0,0,1,0.0
43521685,8803173,38357801,61726582,3,2,1,0,3,0.0
92691957,52245720,48302558,81776370,1,0,0,1,1,100.0
13323138,90280932,48302558,97472522,1,1,0,0,1,0.0
41854373,32905202,48302558,72043371,1,1,0,0,1,0.0
18764567,76058532,48302558,74131553,1,1,0,0,1,0.0
71028336,55259930,48302558,44527337,1,1,0,0,1,0.0
78000965,91083920,48302558,53715003,1,0,0,1,1,100.0
55677461,63760219,50602559,148136,1,1,0,0,1,0.0
2390282,46369905,50602559,7466481,1,0,0,1,1,100.0
86635657,56184183,26397670,5936240,1,1,0,0,1,0.0
31293978,55237437,11704491,82221284,1,1,0,0,1,0.0
63640154,17602947,93858782,90401281,1,1,0,0,1,0.0
76839903,74750892,93858782,6007519,1,0,0,1,1,100.0
75650544,92502225,76394354,29129280,1,0,1,0,1,0.0
57436945,27095551,84932676,43551795,1,1,0,0,1,0.0
65101570,9067151,45668128,5756826,1,0,1,0,1,0.0
43539218,32783951,8503687,21398481,1,1,0,0,1,0.0
34054531,3685940,8503687,60484963,1,0,1,0,1,0.0
94661895,3685940,8503687,95532605,1,1,0,0,1,0.0
15863185,67072585,98305498,94917102,1,1,0,0,1,0.0
26525990,82493903,93675297,76437072,1,1,0,0,1,0.0
30631266,6012306,11350368,14685288,1,0,1,0,1,0.0
99874557,6012306,11350368,14685288,1,1,0,0,1,0.0
35762460,34886557,34681978,2109306,1,0,0,1,1,100.0
21430565,64985879,8089242,32531891,1,1,0,0,1,0.0
58136608,64985879,8089242,32531891,1,1,0,0,1,0.0
63445236,47541261,8268212,16281495,1,1,0,0,1,0.0
18500867,47541261,28178755,17536849,4,0,3,1,1,25.0
24733291,15200815,28178755,91593544,1,1,0,0,1,0.0
57324930,67961222,28178755,47910805,1,1,0,0,1,0.0
8558336,47541261,28178755,59614950,1,1,0,0,1,0.0
31489894,78096733,28178755,79778237,3,2,1,0,2,0.0
86563838,67961222,8268212,42180442,1,1,0,0,1,0.0
53674571,20621170,53186479,45580907,1,1,0,0,1,0.0
93283656,20621170,53186479,45580907,1,1,0,0,1,0.0
77101804,52114433,50594114,82091715,1,1,0,0,1,0.0
90289954,5782671,462318,11593190,3,3,0,0,3,0.0
13498603,10021263,462318,96918977,3,3,0,0,1,0.0
97039812,19552650,19921073,42944852,1,1,0,0,1,0.0
3240878,81191972,71665626,25539534,1,0,1,0,1,0.0
83879507,1235331,44302694,85396718,1,0,1,0,1,0.0
6941688,14869111,8687701,47629905,1,0,1,0,1,0.0
35589370,76682924,7471793,26074028,1,1,0,0,1,0.0
20658003,59161111,63541907,51147314,1,1,0,0,1,0.0
76644186,49783691,14655008,63247260,1,0,1,0,1,0.0
14974809,12545556,14655008,1767983,1,1,0,0,1,0.0
47585702,44539894,80821917,53352488,1,1,0,0,1,0.0
23741837,99465538,56829204,54715692,1,1,0,0,1,0.0
83552947,32783271,85581312,7895251,1,1,0,0,1,0.0
21525230,75134165,2078714,56062679,2,2,0,0,2,0.0
50908685,79264114,40480688,31630565,2,2,0,0,2,0.0
37544857,54395982,31674112,72432130,1,1,0,0,1,0.0
6064102,4017878,82414800,55901575,3,1,2,0,3,0.0
81035511,78124075,72755656,32577458,1,1,0,0,1,0.0
13265700,5224053,72755656,68364368,1,1,0,0,1,0.0
76494489,5224053,72755656,68364368,1,1,0,0,1,0.0
69167361,10134742,70837001,37021827,1,1,0,0,1,0.0
4488165,51361308,23068738,20638103,1,0,1,0,1,0.0
78371390,56483934,23068738,28245831,1,1,0,0,1,0.0
32951585,27900734,41408020,6999977,1,1,0,0,1,0.0
74859650,45168490,2702285,5470980,1,1,0,0,1,0.0
87443952,96308809,24699076,85982767,1,1,0,0,1,0.0
88597249,67072585,462318,81052930,5,3,2,0,4,0.0
11118780,75829742,14649435,35297734,2,2,0,0,2,0.0
91345314,10567814,97122609,13821585,3,3,0,0,3,0.0
34656165,96590144,53018823,28689897,2,2,0,0,2,0.0
67048546,2319068,37691041,58646470,1,0,1,0,1,0.0
45728821,2319068,37691041,58646470,1,0,1,0,1,0.0
68134791,94476025,37691041,55803736,1,0,1,0,1,0.0
36345968,31077965,40746527,56201902,1,1,0,0,1,0.0
56077262,31077965,40746527,95745205,1,1,0,0,1,0.0
79398282,31077965,40746527,85734565,2,2,0,0,1,0.0
65042953,80744680,40746527,72920874,1,1,0,0,1,0.0
52312951,50353271,462318,37401971,1,0,1,0,1,0.0
2422222,2582334,28178755,62339310,1,1,0,0,1,0.0
28593535,2582334,28178755,92403632,1,1,0,0,1,0.0
71402176,8449957,99152042,13877609,1,1,0,0,1,0.0
57662921,42075697,97280782,1174406,1,1,0,0,1,0.0
15422202,12167840,53018823,17707,1,0,1,0,1,0.0
78296043,12167840,42124927,61405817,2,0,1,1,2,50.0
69119669,63994788,13392876,88336476,1,1,0,0,1,0.0
58461412,12689694,93291645,84523572,1,1,0,0,1,0.0
88073150,39550975,52139568,10930863,1,1,0,0,1,0.0
18624542,67459250,21583771,53015263,1,1,0,0,1,0.0
95824464,12920890,14071807,92040250,1,0,1,0,1,0.0
4846138,52053800,76679610,51756591,1,1,0,0,1,0.0
16845940,52053800,76679610,46713520,1,1,0,0,1,0.0
78865683,24707455,13366936,86668428,1,1,0,0,1,0.0
87419947,24707455,13366936,86618435,1,1,0,0,1,0.0
80606362,1314817,1820697,64843813,1,1,0,0,1,0.0
5117276,72851015,1820697,80938047,1,1,0,0,1,0.0
97897473,27638008,30450451,69435485,1,1,0,0,1,0.0
2599491,18759954,74331928,88767936,1,1,0,0,1,0.0
66309616,10915135,71901979,33100321,2,1,1,0,2,0.0
72301531,28017554,62377924,18839566,1,1,0,0,1,0.0
92821664,12377625,62377924,49329423,1,1,0,0,1,0.0
37538069,42577918,62377924,67847859,1,1,0,0,1,0.0
21039271,39897327,29149403,79794463,1,1,0,0,1,0.0
55469601,58478970,62377924,60891043,1,1,0,0,1,0.0
61962379,38857911,77556669,79328758,1,1,0,0,1,0.0
13877495,40723370,71665626,55901575,3,3,0,0,3,0.0
13180622,10915135,36066706,33100321,1,1,0,0,1,0.0
17476789,63463924,76679610,9981507,1,1,0,0,1,0.0
97294670,63463924,76679610,36229794,1,1,0,0,1,0.0
28008403,63463924,76679610,54569115,1,1,0,0,1,0.0
90751600,63463924,76679610,94050535,1,1,0,0,1,0.0
50040850,63463924,76679610,67231635,1,1,0,0,1,0.0
79112949,65035141,24886504,31000839,1,1,0,0,1,0.0
63017773,66490117,24886504,20704851,2,1,1,0,2,0.0
48711398,9055,27294099,71476816,1,0,1,0,1,0.0
93960017,11283347,22195176,92784504,1,1,0,0,1,0.0
63028946,33459376,68843141,40778165,1,0,1,0,1,0.0
87814610,33459376,68843141,10935534,1,0,1,0,1,0.0
93021001,3745835,68843141,56411271,1,0,1,0,1,0.0
47648159,3745835,92289547,28316311,1,0,1,0,1,0.0
69393909,35780675,68843141,78455858,1,0,1,0,1,0.0
5751590,76042787,89776693,84840679,1,1,0,0,1,0.0
46977334,85135407,41588408,14456189,1,1,0,0,1,0.0
93380591,56662946,98469105,68273497,1,1,0,0,1,0.0
11756846,55778131,34552558,39551054,1,1,0,0,1,0.0
47332716,60150420,86960403,3189422,1,1,0,0,1,0.0
74695165,35393479,86960403,28797033,1,1,0,0,1,0.0
1220759,63463924,86960403,91212129,1,1,0,0,1,0.0
48314778,63463924,86960403,84362564,1,0,0,1,1,100.0
40705566,96836980,1980249,85667536,2,2,0,0,2,0.0
44575782,34866585,98469105,17541961,1,1,0,0,1,0.0
47593188,51587167,98469105,54555801,1,1,0,0,1,0.0
19336832,72089693,68843141,15766155,1,1,0,0,1,0.0
64196337,46208060,8303927,21046259,1,1,0,0,1,0.0
361331,87038955,16889993,90304190,1,1,0,0,1,0.0
92801504,84031106,47659671,59960605,1,1,0,0,1,0.0
89546714,9503420,53704463,54683312,1,1,0,0,1,0.0
6767619,89727395,8841548,47986548,2,1,1,0,2,0.0
27295309,6890267,83354906,44751882,1,1,0,0,1,0.0
75014303,54289642,3681214,2230142,1,1,0,0,1,0.0
77661089,54289642,53741505,18194161,1,1,0,0,1,0.0
81582931,85820342,57945958,86966134,3,3,0,0,3,0.0
82092386,45709906,57945958,34032164,3,2,1,0,3,0.0
34580685,29895003,57945958,80513469,1,1,0,0,1,0.0
24164870,97840776,57945958,24783061,1,1,0,0,1,0.0
53611803,27373453,76185531,98948956,1,1,0,0,1,0.0
29714255,38020638,427045,13636668,1,0,1,0,1,0.0
22839479,17156349,52164589,45498625,1,1,0,0,1,0.0
61493308,3685940,85278679,12566167,1,1,0,0,1,0.0
66932844,2683940,61078789,4402297,4,2,1,1,4,25.0
64224078,39740756,92144478,32685600,1,0,0,1,1,100.0
96279021,5782671,462318,27181112,5,4,1,0,2,0.0
1445520,96836980,33023047,93618421,1,1,0,0,1,0.0
34746769,96836980,33023047,85929506,1,1,0,0,1,0.0
39924837,38360542,44091155,91424763,1,0,1,0,1,0.0
98994152,89483608,44091155,49703152,1,0,1,0,1,0.0
87668871,82178421,53488743,84915370,1,1,0,0,1,0.0
6512107,82178421,53488743,18357251,1,1,0,0,1,0.0
10087532,6468367,43786541,57082194,1,0,1,0,1,0.0
9116386,6468367,43786541,46054847,1,1,0,0,1,0.0
92422431,6468367,43786541,46054847,1,1,0,0,1,0.0
78252696,6468367,43786541,46054847,1,1,0,0,1,0.0
47260679,6468367,43786541,57082194,1,1,0,0,1,0.0
61017346,6468367,43786541,96627765,1,1,0,0,1,0.0
2385239,6468367,43786541,46054847,1,1,0,0,1,0.0
75408237,48238617,462318,67790861,2,2,0,0,2,0.0
53604269,59291805,64115588,11753355,1,1,0,0,1,0.0
46360802,13259238,19975507,8967729,1,0,1,0,1,0.0
34331628,32346657,93675297,68138583,1,1,0,0,1,0.0
69783014,32346657,93675297,68138583,1,1,0,0,1,0.0
90757113,32346657,93675297,1937463,2,1,1,0,2,0.0
51706635,32346657,93675297,32605411,1,1,0,0,1,0.0
25848758,32346657,93675297,68138583,1,0,1,0,1,0.0
77040080,68448868,43786541,14062195,1,0,0,1,1,100.0
15064495,96836980,43786541,15317364,1,1,0,0,1,0.0
11968880,95621660,74862996,45150884,1,1,0,0,1,0.0
56430763,73914654,1557085,31422406,1,1,0,0,1,0.0
71239229,47588597,35031980,70698914,1,1,0,0,1,0.0
28503229,43648693,89850585,35310028,1,0,1,0,1,0.0
35752593,56184183,66771867,31258335,8,2,4,2,5,25.0
7537076,27962660,96502358,13845783,1,0,0,1,1,100.0
39112681,76193000,99504987,85515101,2,1,0,1,2,50.0
53043193,94171596,81868144,4961890,1,1,0,0,1,0.0
32262764,3588527,11704491,12126753,2,2,0,0,2,0.0
3484127,40371453,57000119,537701,1,1,0,0,1,0.0
28832027,54289642,663833,80969546,1,1,0,0,1,0.0
19936607,74783289,66186862,55464710,1,0,1,0,1,0.0
11126264,48500126,66186862,64534466,1,1,0,0,1,0.0
90377518,16762871,66186862,30445808,1,1,0,0,1,0.0
28738198,36504618,52258484,36449955,1,0,1,0,1,0.0
14476391,11449697,51403635,40903218,1,1,0,0,1,0.0
3121292,11449697,30127492,40903218,1,0,1,0,1,0.0
16793973,51668851,47873014,93863199,2,1,1,0,1,0.0
81545911,67324084,74862996,34171979,2,0,2,0,2,0.0
60917977,61922438,74862996,16845998,3,1,2,0,3,0.0
9166431,76583955,74862996,69109439,1,0,1,0,1,0.0
72103936,61193212,56253428,95853006,2,2,0,0,2,0.0
77301916,19947982,41367368,10689551,1,1,0,0,1,0.0
58154241,34269532,41367368,52482652,1,1,0,0,1,0.0
49829775,70657194,41367368,92267207,1,1,0,0,1,0.0
5308199,19947982,41367368,10689551,1,1,0,0,1,0.0
27417886,81332441,41367368,58144623,1,1,0,0,1,0.0
97609640,46228809,41367368,4738752,1,1,0,0,1,0.0
13153328,46228809,41367368,4738752,1,1,0,0,1,0.0
4909357,81332441,41367368,58144623,1,1,0,0,1,0.0
22446780,91655248,97122609,26559090,1,1,0,0,1,0.0
12592742,70461139,97122609,84488418,2,2,0,0,2,0.0
13036369,13748796,84932676,75025335,1,1,0,0,1,0.0
37853115,43794125,84932676,32633474,1,0,1,0,1,0.0
81160862,19532914,51395640,52787402,1,1,0,0,1,0.0
18473205,71940866,51395640,23261791,1,0,1,0,1,0.0
84748804,6267070,51395640,6246233,1,0,1,0,1,0.0
74666164,18535679,51395640,59892312,1,1,0,0,1,0.0
21017699,12288005,56872973,69586138,1,1,0,0,1,0.0
5570155,37708415,89850585,87422494,3,0,1,2,2,66.67
87240585,50867736,43234307,91770864,1,1,0,0,1,0.0
10606517,88747984,56253428,44998370,4,4,0,0,3,0.0
50352631,89072066,61470342,4008554,1,1,0,0,1,0.0
55965307,26981774,8621324,73076386,1,1,0,0,1,0.0
20444449,50732586,53018823,80782339,1,1,0,0,1,0.0
71269880,50732586,2361596,80782339,1,1,0,0,1,0.0
29065769,54289642,2361596,31011591,1,1,0,0,1,0.0
66609737,14490396,1298333,89792418,1,0,1,0,1,0.0
74985427,72129882,33958481,19732830,1,1,0,0,1,0.0
51878956,72129882,33958481,92215914,1,1,0,0,1,0.0
99240948,72129882,33958481,32126854,1,1,0,0,1,0.0
99721074,45355073,30450451,19986191,3,1,1,1,3,33.33
1669205,95080848,74420904,69857435,1,1,0,0,1,0.0
57265414,35476926,32725276,55650987,1,1,0,0,1,0.0
96854684,61723721,81784476,11026882,1,1,0,0,1,0.0
79045183,8065775,85947630,9996758,1,0,0,1,1,100.0
46855886,49914948,69013774,31063848,1,1,0,0,1,0.0
44532378,49914948,27021555,70018939,3,3,0,0,2,0.0
954303,93001511,69013774,84115032,1,1,0,0,1,0.0
35990576,76084479,69013774,89276869,1,1,0,0,1,0.0
41173774,5335606,11177625,37555322,1,0,1,0,1,0.0
17984343,56184183,57945958,1693445,1,1,0,0,1,0.0
22825247,55652900,17592911,86449484,1,1,0,0,1,0.0
85978464,51136067,11704491,45526267,1,0,1,0,1,0.0
25321656,95103088,40361880,44992656,1,1,0,0,1,0.0
89282426,50686127,23034949,13170866,1,1,0,0,1,0.0
77747334,99048237,53726242,5962092,1,1,0,0,1,0.0
84026195,14707031,33353101,99819373,1,1,0,0,1,0.0
87342047,14707031,33353101,99819373,1,0,1,0,1,0.0
668414,79354421,33353101,58323524,1,0,1,0,1,0.0
90497820,94978770,40215164,70436137,1,1,0,0,1,0.0
53154447,68303352,21162873,42656446,1,0,1,0,1,0.0
3329120,71140747,97122609,87856220,1,1,0,0,1,0.0
29590607,71140747,80829967,62478548,1,1,0,0,1,0.0
57844747,2318626,80829967,62158324,1,1,0,0,1,0.0
12490527,73983236,89580328,34173305,4,3,1,0,3,0.0
67593122,2066811,89580328,56588616,6,2,3,1,5,16.67
15705308,75829730,95068948,5458686,1,1,0,0,1,0.0
29541498,85789798,42256539,81409563,1,1,0,0,1,0.0
22300113,38645246,51395640,93922622,1,1,0,0,1,0.0
58182851,38645246,51395640,73516722,1,1,0,0,1,0.0
22437670,51800997,10138475,74486480,1,1,0,0,1,0.0
87931514,36788645,74251600,73172589,1,1,0,0,1,0.0
72998795,10528230,6579735,16593627,2,1,0,1,2,50.0
45649752,76193000,73102412,35786777,1,1,0,0,1,0.0
97135872,96080768,73102412,27631547,1,1,0,0,1,0.0
87459124,55538918,73102412,59610583,1,1,0,0,1,0.0
99655430,17441345,73102412,38008236,1,1,0,0,1,0.0
61909760,60273669,73102412,64620486,2,2,0,0,2,0.0
46781554,88746382,86143150,98130976,1,1,0,0,1,0.0
3207467,88746382,86143150,45713896,1,1,0,0,1,0.0
42544609,88746382,86143150,30799657,1,1,0,0,1,0.0
52548654,8046751,21684155,54749049,1,1,0,0,1,0.0
48247499,59769871,21684155,2060988,1,0,1,0,1,0.0
74887392,67261154,21684155,33531136,1,1,0,0,1,0.0
24401073,56184183,71665626,824681,1,1,0,0,1,0.0
73631169,41898248,71665626,70910946,1,1,0,0,1,0.0
17910701,72688805,80196191,95221540,1,1,0,0,1,0.0
80805343,63248363,53532960,74335276,1,0,1,0,1,0.0
52780608,9802416,54623780,2063176,1,1,0,0,1,0.0
58312157,65890271,24194290,92759496,1,1,0,0,1,0.0
30432884,89217713,68855741,65605162,1,1,0,0,1,0.0
49656878,30532307,8621324,13704033,1,1,0,0,1,0.0
84167825,6949380,87408412,26254776,1,1,0,0,1,0.0
1699018,60314571,47569542,77896525,1,0,1,0,1,0.0
19767055,67557829,47569542,6082927,1,1,0,0,1,0.0
72462815,39512038,54140629,37699634,1,0,1,0,1,0.0
58599835,46908331,71901979,33122303,1,1,0,0,1,0.0
30791214,74734733,71901979,9400375,1,0,1,0,1,0.0
42273129,21030629,64854232,15427247,1,1,0,0,1,0.0
80787977,36671013,68146422,61895296,1,1,0,0,1,0.0
76990436,50049104,51816627,93816173,1,0,1,0,1,0.0
47708936,50049104,51816627,93816173,1,1,0,0,1,0.0
14124024,39403272,98317390,19964074,1,0,1,0,1,0.0
92722118,88849652,98317390,49087589,3,3,0,0,2,0.0
80206098,87665148,98317390,39056266,1,1,0,0,1,0.0
2593890,87665148,54128511,42355472,1,1,0,0,1,0.0
19095187,76165996,80933392,7149087,1,1,0,0,1,0.0
75226031,80458963,70405601,12284101,2,2,0,0,2,0.0
1679763,62360435,85316473,37137088,1,1,0,0,1,0.0
48810808,94302882,53635952,23523030,1,0,1,0,1,0.0
72216506,246886,96281701,83040269,3,3,0,0,3,0.0
9548768,437529,74319511,78250171,1,1,0,0,1,0.0
81542558,19244992,74319511,92161241,1,1,0,0,1,0.0
79217186,1783407,74319511,36651372,1,1,0,0,1,0.0
24580069,33519463,74319511,43900522,1,1,0,0,1,0.0
91816109,34675474,11704491,73565259,1,1,0,0,1,0.0
79345844,34675474,11704491,12259079,1,1,0,0,1,0.0
26344985,34675474,11704491,73565259,1,1,0,0,1,0.0
20016302,34675474,11704491,12259079,1,1,0,0,1,0.0
3784615,1076389,11704491,57355493,1,1,0,0,1,0.0
1734920,52465137,76173162,92495630,1,1,0,0,1,0.0
76429424,56184183,76173162,44190315,2,1,1,0,1,0.0
27855345,42021589,76173162,18174577,1,1,0,0,1,0.0
71134654,13635788,88527035,41103896,1,0,1,0,1,0.0
52598058,89546267,88527035,75481495,1,1,0,0,1,0.0
4930411,85007610,88527035,6315894,1,1,0,0,1,0.0
35531250,9125911,22371910,48493580,2,2,0,0,2,0.0
86042,52169110,24663518,37072416,1,1,0,0,1,0.0
12758106,4888002,74251600,63277792,1,1,0,0,1,0.0
18684020,30391322,74251600,90090437,1,1,0,0,1,0.0
78752071,8517853,77556669,80216382,1,1,0,0,1,0.0
51001228,8517853,77556669,80216382,1,1,0,0,1,0.0
55593400,67177021,44140188,51488919,1,0,0,1,1,100.0
85103276,70823124,8268212,64556805,1,1,0,0,1,0.0
48897450,50796365,37614102,47993277,6,2,3,1,4,16.67
33885597,33241674,462318,78486083,2,2,0,0,1,0.0
27455044,64182116,18547917,3707321,1,0,1,0,1,0.0
83641543,96000907,23794926,11759295,1,1,0,0,1,0.0
88123594,637547,89073471,34709940,1,1,0,0,1,0.0
63546300,13698617,79237532,24137190,1,1,0,0,1,0.0
69834175,74750892,79237532,6007519,1,1,0,0,1,0.0
14871579,637547,89073471,34709940,1,1,0,0,1,0.0
1271088,74750892,89073471,6007519,1,1,0,0,1,0.0
85858154,637547,89073471,34709940,1,1,0,0,1,0.0
49442153,10001469,11093722,72561758,1,1,0,0,1,0.0
75035001,6734721,63250078,36843392,1,0,1,0,1,0.0
59430493,33241674,462318,64888691,1,1,0,0,1,0.0
88978333,33241674,462318,62997298,1,1,0,0,1,0.0
18231967,33241674,462318,57693692,1,0,1,0,1,0.0
36216121,33241674,462318,94486177,1,1,0,0,1,0.0
6272844,58357299,91111547,30161570,2,1,0,1,2,50.0
65795816,40862494,91111547,39319420,1,1,0,0,1,0.0
18288586,36262401,91111547,49471094,1,0,1,0,1,0.0
64115341,71820923,58524585,77135435,1,0,1,0,1,0.0
40895138,87254876,43234307,72783712,1,1,0,0,1,0.0
79298800,15516513,48073610,12884945,1,1,0,0,1,0.0
59591084,35386985,96013721,85218714,1,1,0,0,1,0.0
55336906,93967276,26950971,27353675,2,1,1,0,2,0.0
444522,44343517,78816743,12478553,1,0,1,0,1,0.0
1734938,11924425,14649435,92806320,1,1,0,0,1,0.0
27637247,11924425,14649435,23935216,2,2,0,0,2,0.0
6408224,11924425,14649435,92806320,1,1,0,0,1,0.0
84617882,11924425,14649435,35714190,2,2,0,0,2,0.0
42083688,87996075,16545977,19694164,1,1,0,0,1,0.0
1016852,87996075,49772131,19694164,1,1,0,0,1,0.0
44251630,23989548,64895055,21557176,1,1,0,0,1,0.0
73318128,23989548,64895055,21557176,1,0,1,0,1,0.0
35459581,36493173,64895055,46850674,1,1,0,0,1,0.0
718175,71693674,64895055,35223323,1,1,0,0,1,0.0
82570060,58107864,33042747,69887966,1,0,1,0,1,0.0
52053184,26427467,33042747,91351278,1,0,1,0,1,0.0
22726996,98209701,33042747,68953652,1,0,1,0,1,0.0
63470871,98209701,33042747,76552710,1,1,0,0,1,0.0
95487081,2721141,33042747,42507788,1,0,1,0,1,0.0
16519592,12514663,14401167,39831151,1,1,0,0,1,0.0
17725458,81772105,82414800,12514907,1,1,0,0,1,0.0
7321951,75134165,12810220,98908198,7,4,3,0,4,0.0
13124360,78790260,57000119,1632483,1,0,1,0,1,0.0
86731376,62147404,38676821,90628952,1,0,0,1,1,100.0
46162626,98209701,91241424,620314,1,1,0,0,1,0.0
71719129,88641533,60195016,65749041,2,2,0,0,2,0.0
61029104,50928356,63696929,42530183,1,1,0,0,1,0.0
56341811,50928356,63696929,28935021,1,1,0,0,1,0.0
89049457,21522063,74461683,47918241,1,1,0,0,1,0.0
68023939,83790789,22842186,59853780,1,1,0,0,1,0.0
66103300,20389305,17339621,8159301,2,1,1,0,1,0.0
23835916,464423,14071807,88824317,1,1,0,0,1,0.0
70674799,464423,14071807,19218366,1,0,1,0,1,0.0
88407088,28497466,8303927,2512973,1,1,0,0,1,0.0
