shop_id,total_interactions,clicks,cart_additions,purchases,unique_products,unique_brands,purchase_share_percent
59399217,1,1,0,0,1,1,0.0
46703568,1,1,0,0,1,1,0.0
68620386,1,1,0,0,1,1,0.0
42750102,3,2,0,1,3,1,33.33
38789978,1,1,0,0,1,1,0.0
45785523,2,2,0,0,1,1,0.0
24054499,2,2,0,0,2,1,0.0
48555836,1,1,0,0,1,1,0.0
74263185,2,1,1,0,2,1,0.0
87489195,2,2,0,0,2,1,0.0
93987224,4,2,1,1,4,1,25.0
38443425,3,3,0,0,3,1,0.0
93359209,4,2,2,0,4,2,0.0
40426689,9,6,3,0,8,1,0.0
10766651,3,2,1,0,3,1,0.0
75969224,2,2,0,0,2,1,0.0
39828224,2,1,1,0,2,2,0.0
69956083,2,1,1,0,2,1,0.0
40972603,1,1,0,0,1,1,0.0
71738751,5,3,1,1,3,1,20.0
12549276,3,3,0,0,3,1,0.0
51328466,4,4,0,0,3,1,0.0
36377991,2,1,1,0,2,2,0.0
29801152,2,2,0,0,2,1,0.0
50631465,2,1,1,0,2,2,0.0
90337648,3,3,0,0,3,1,0.0
8614754,4,4,0,0,4,1,0.0
31290897,1,1,0,0,1,1,0.0
33227681,1,1,0,0,1,1,0.0
67552358,10,3,5,2,9,1,20.0
78750399,1,0,0,1,1,1,100.0
1061585,3,1,2,0,3,1,0.0
63602491,2,2,0,0,2,1,0.0
1274667,10,6,3,1,10,2,10.0
75588878,6,5,1,0,4,1,0.0
24627147,19,13,6,0,14,2,0.0
96810869,6,5,0,1,6,1,16.67
13415866,8,6,1,1,6,2,12.5
87557436,1,1,0,0,1,1,0.0
41244192,2,1,0,1,2,1,50.0
62473426,5,3,1,1,4,1,20.0
56613989,6,6,0,0,5,1,0.0
19090158,1,0,1,0,1,1,0.0
50168919,7,5,1,1,3,1,14.29
22242721,12,11,1,0,9,1,0.0
94054395,1,1,0,0,1,1,0.0
82238103,1,1,0,0,1,1,0.0
72144554,1,1,0,0,1,1,0.0
1357838,4,4,0,0,4,1,0.0
37849760,1,1,0,0,1,1,0.0
12830046,1,1,0,0,1,1,0.0
50495105,2,2,0,0,2,2,0.0
88789346,12,8,3,1,4,1,8.33
31875172,6,4,1,1,6,2,16.67
50616578,1,1,0,0,1,1,0.0
16320569,2,2,0,0,2,2,0.0
32320320,7,1,5,1,7,1,14.29
67278736,1,0,1,0,1,1,0.0
27516643,3,3,0,0,3,3,0.0
36776757,1,1,0,0,1,1,0.0
83592288,3,1,0,2,3,1,66.67
42849216,1,1,0,0,1,1,0.0
3369931,3,2,1,0,3,3,0.0
80201598,1,1,0,0,1,1,0.0
71110510,1,1,0,0,1,1,0.0
11923729,1,0,0,1,1,1,100.0
49306371,3,2,1,0,3,1,0.0
72360802,23,16,4,3,18,1,13.04
58167887,13,8,1,4,12,11,30.77
7649447,5,5,0,0,5,5,0.0
67372203,5,5,0,0,5,5,0.0
96899447,2,2,0,0,2,1,0.0
75218139,2,2,0,0,2,1,0.0
41799138,3,2,0,1,3,2,33.33
26414195,1,1,0,0,1,1,0.0
12446502,5,3,1,1,3,1,20.0
7294485,11,9,2,0,6,1,0.0
8396648,9,4,5,0,9,1,0.0
17335628,24,14,10,0,17,1,0.0
76483546,1,1,0,0,1,1,0.0
64917212,3,3,0,0,2,1,0.0
91387009,1,0,1,0,1,1,0.0
46192908,1,0,1,0,1,1,0.0
21626645,5,3,2,0,5,1,0.0
24742522,26,19,4,3,15,1,11.54
80054877,1,1,0,0,1,1,0.0
90649038,1,1,0,0,1,1,0.0
41007850,1,1,0,0,1,1,0.0
83372880,2,2,0,0,2,2,0.0
83828481,2,2,0,0,2,1,0.0
48033348,1,1,0,0,1,1,0.0
28912744,1,0,1,0,1,1,0.0
88429567,4,3,1,0,4,4,0.0
37895557,3,3,0,0,2,1,0.0
41123149,1,1,0,0,1,1,0.0
86712947,5,3,1,1,3,1,20.0
61319313,1,1,0,0,1,1,0.0
29067065,5,4,1,0,5,1,0.0
5282725,1,1,0,0,1,1,0.0
71456379,3,3,0,0,2,2,0.0
50669756,20,11,8,1,9,1,5.0
10854117,4,4,0,0,4,1,0.0
38017701,2,1,1,0,2,1,0.0
85860039,2,2,0,0,2,1,0.0
68555935,4,4,0,0,4,1,0.0
52529802,15,14,1,0,14,1,0.0
50014915,9,9,0,0,7,1,0.0
48739801,3,3,0,0,2,2,0.0
96596050,1,1,0,0,1,1,0.0
20202500,8,5,3,0,7,2,0.0
50580648,3,2,1,0,2,1,0.0
69911168,2,2,0,0,2,1,0.0
15930157,9,8,0,1,5,1,11.11
11672944,8,7,1,0,6,1,0.0
63259509,1,1,0,0,1,1,0.0
94297015,1,0,1,0,1,1,0.0
76040980,6,6,0,0,5,2,0.0
37404482,6,5,0,1,3,1,16.67
21045973,11,8,3,0,9,1,0.0
14705816,11,7,2,2,11,1,18.18
69042133,2,1,1,0,2,1,0.0
31880688,1,1,0,0,1,1,0.0
63903488,2,2,0,0,2,1,0.0
80938154,12,6,4,2,7,1,16.67
29598762,1,0,1,0,1,1,0.0
16408972,5,5,0,0,4,1,0.0
26870466,3,3,0,0,3,1,0.0
3322644,1,1,0,0,1,1,0.0
10118177,1,1,0,0,1,1,0.0
41578973,1,1,0,0,1,1,0.0
41243349,4,2,1,1,3,3,25.0
26007188,11,6,5,0,7,1,0.0
32364208,6,3,1,2,2,1,33.33
26090946,3,1,2,0,2,1,0.0
93104820,1,1,0,0,1,1,0.0
28038822,2,1,1,0,2,2,0.0
28158976,3,3,0,0,3,1,0.0
90075525,4,2,2,0,4,2,0.0
62664274,3,2,1,0,3,1,0.0
20292691,11,6,3,2,6,1,18.18
1544044,2,1,1,0,2,1,0.0
49321508,14,5,3,6,14,1,42.86
12425081,7,5,2,0,7,1,0.0
14033462,3,2,1,0,3,1,0.0
93376630,2,2,0,0,2,1,0.0
13875346,1,1,0,0,1,1,0.0
13207793,6,6,0,0,6,2,0.0
25844584,2,2,0,0,2,1,0.0
68137938,4,3,1,0,4,1,0.0
31449837,7,4,2,1,7,2,14.29
99030889,10,7,3,0,6,1,0.0
17998533,2,2,0,0,2,1,0.0
56041069,1,1,0,0,1,1,0.0
19905622,6,3,2,1,5,2,16.67
26618473,2,1,0,1,2,1,50.0
54577205,6,5,1,0,3,3,0.0
2646189,1,0,1,0,1,1,0.0
45133878,1,1,0,0,1,1,0.0
94249930,7,3,4,0,5,4,0.0
82131928,2,2,0,0,2,1,0.0
60462341,1,1,0,0,1,1,0.0
53729051,2,2,0,0,2,2,0.0
84588620,3,3,0,0,3,3,0.0
26722995,2,2,0,0,2,1,0.0
57573589,8,3,3,2,4,1,25.0
86571777,3,2,1,0,3,1,0.0
64617723,6,3,1,2,2,1,33.33
18136311,3,3,0,0,2,1,0.0
46285571,8,5,3,0,3,1,0.0
44427692,1,1,0,0,1,1,0.0
43185805,2,1,1,0,2,2,0.0
16516403,2,1,1,0,2,1,0.0
38578933,7,3,4,0,7,1,0.0
43048308,11,7,4,0,11,11,0.0
83372295,1,0,1,0,1,1,0.0
12040768,12,6,5,1,12,8,8.33
76558338,4,1,3,0,3,1,0.0
85170237,14,10,3,1,12,1,7.14
8993631,5,3,1,1,5,1,20.0
15414616,5,4,0,1,5,1,20.0
13757757,21,14,5,2,18,1,9.52
57519977,3,3,0,0,3,1,0.0
96043450,14,6,6,2,11,1,14.29
90218192,1,0,1,0,1,1,0.0
51050044,2,2,0,0,1,1,0.0
3774577,1,1,0,0,1,1,0.0
23997405,3,1,2,0,3,3,0.0
47442258,27,16,8,3,12,1,11.11
26552660,1,1,0,0,1,1,0.0
54380550,2,0,2,0,2,1,0.0
63705587,2,1,1,0,2,1,0.0
8960928,2,0,2,0,2,1,0.0
41504598,1,1,0,0,1,1,0.0
49260529,2,2,0,0,2,1,0.0
38537388,1,0,1,0,1,1,0.0
8410184,1,1,0,0,1,1,0.0
60881760,1,1,0,0,1,1,0.0
37445308,1,1,0,0,1,1,0.0
59971209,5,4,0,1,5,1,20.0
34080433,3,1,2,0,3,1,0.0
82579709,3,1,2,0,3,1,0.0
22480272,7,6,1,0,6,1,0.0
16035796,2,2,0,0,2,1,0.0
84564575,1,1,0,0,1,1,0.0
51047239,2,2,0,0,2,1,0.0
66504128,3,0,1,2,3,2,66.67
34776503,2,2,0,0,1,1,0.0
83022561,6,4,1,1,4,1,16.67
41568831,8,7,0,1,7,1,12.5
15732623,8,3,3,2,7,4,25.0
15841695,1,1,0,0,1,1,0.0
38925058,1,0,1,0,1,1,0.0
57918197,1,1,0,0,1,1,0.0
3206462,15,7,6,2,8,1,13.33
44819874,1,0,1,0,1,1,0.0
22432632,6,3,2,1,6,1,16.67
49598991,1,0,0,1,1,1,100.0
27326170,9,8,1,0,3,1,0.0
60939079,1,0,1,0,1,1,0.0
24565836,11,9,2,0,7,1,0.0
65429791,2,2,0,0,2,1,0.0
50849870,1,1,0,0,1,1,0.0
64615510,2,1,1,0,2,1,0.0
74311469,2,2,0,0,2,1,0.0
68661554,2,1,1,0,2,1,0.0
67896365,1,1,0,0,1,1,0.0
68212550,1,1,0,0,1,1,0.0
48959589,6,6,0,0,6,1,0.0
64361049,22,16,6,0,8,1,0.0
60989307,4,2,1,1,4,1,25.0
33866459,30,25,4,1,17,1,3.33
78405143,4,4,0,0,2,1,0.0
86957771,1,1,0,0,1,1,0.0
66436298,8,7,1,0,8,1,0.0
83075885,1,1,0,0,1,1,0.0
1502411,1,0,1,0,1,1,0.0
14400794,2,2,0,0,2,2,0.0
51806848,2,2,0,0,1,1,0.0
61029721,2,2,0,0,2,1,0.0
42555632,2,2,0,0,2,2,0.0
29676853,2,1,1,0,2,1,0.0
2353198,5,4,1,0,3,1,0.0
6834554,1,1,0,0,1,1,0.0
22657805,2,2,0,0,1,1,0.0
95696179,2,2,0,0,2,1,0.0
13602167,1,1,0,0,1,1,0.0
86140960,9,5,3,1,6,1,11.11
71178356,8,6,1,1,7,1,12.5
80622969,1,1,0,0,1,1,0.0
4438468,3,2,1,0,3,1,0.0
81421522,1,1,0,0,1,1,0.0
81632249,4,3,1,0,4,1,0.0
59718803,9,7,1,1,9,1,11.11
94911963,1,1,0,0,1,1,0.0
61099260,5,4,1,0,3,1,0.0
13814529,6,5,1,0,5,1,0.0
10050917,8,5,2,1,7,1,12.5
16120966,1,0,0,1,1,1,100.0
97038881,1,1,0,0,1,1,0.0
35960194,10,7,3,0,10,5,0.0
6071915,6,4,1,1,6,1,16.67
64153285,1,1,0,0,1,1,0.0
12841528,4,3,1,0,4,2,0.0
38293994,4,0,4,0,4,1,0.0
16132177,2,2,0,0,2,2,0.0
67033252,9,5,2,2,7,3,22.22
76672516,22,10,10,2,21,1,9.09
19834065,6,4,1,1,5,2,16.67
39720376,7,3,4,0,7,1,0.0
66837326,6,4,2,0,4,1,0.0
68677534,3,3,0,0,2,1,0.0
93094236,4,3,1,0,3,1,0.0
26442863,3,3,0,0,3,1,0.0
45585608,2,2,0,0,2,1,0.0
50855038,3,3,0,0,3,3,0.0
83087858,5,3,2,0,5,1,0.0
71380413,7,5,2,0,4,1,0.0
22200241,3,3,0,0,3,1,0.0
34172614,1,1,0,0,1,1,0.0
86394468,1,1,0,0,1,1,0.0
76440859,1,1,0,0,1,1,0.0
42394037,1,1,0,0,1,1,0.0
60748076,5,0,4,1,4,1,20.0
23249316,2,2,0,0,2,2,0.0
69702941,3,2,1,0,3,1,0.0
81457626,4,2,2,0,4,2,0.0
43312416,38,24,13,1,16,1,2.63
12987900,4,3,1,0,3,1,0.0
13601480,3,2,0,1,3,1,33.33
95917159,1,1,0,0,1,1,0.0
32521507,5,3,1,1,5,1,20.0
49366985,1,1,0,0,1,1,0.0
19422967,3,3,0,0,3,1,0.0
94670376,17,5,10,2,12,1,11.76
68899382,2,1,1,0,2,1,0.0
26185575,5,4,0,1,4,1,20.0
30164458,1,1,0,0,1,1,0.0
85272755,4,2,2,0,4,1,0.0
31506397,12,10,2,0,8,1,0.0
79228657,3,2,0,1,3,3,33.33
46395513,1,1,0,0,1,1,0.0
43367846,5,3,1,1,2,1,20.0
12891991,3,3,0,0,3,1,0.0
1862974,3,1,2,0,3,1,0.0
82776209,1,1,0,0,1,1,0.0
71103629,10,7,2,1,10,1,10.0
63504035,1,1,0,0,1,1,0.0
28030180,2,2,0,0,2,1,0.0
20013324,10,10,0,0,7,1,0.0
9983242,4,3,1,0,4,1,0.0
91349273,16,11,3,2,7,2,12.5
58107861,1,1,0,0,1,1,0.0
29515259,6,4,1,1,6,2,16.67
38761783,9,4,3,2,3,1,22.22
76740054,2,2,0,0,2,1,0.0
84607006,1,1,0,0,1,1,0.0
93077881,3,2,0,1,1,1,33.33
68283541,12,11,0,1,10,1,8.33
12795500,3,2,1,0,3,1,0.0
20685017,1,1,0,0,1,1,0.0
84631019,1,0,1,0,1,1,0.0
65333156,1,1,0,0,1,1,0.0
14472752,3,2,1,0,1,1,0.0
13677259,3,1,1,1,2,1,33.33
17724773,10,7,0,3,7,1,30.0
82568043,10,8,2,0,6,1,0.0
13441534,9,8,0,1,5,1,11.11
7840285,1,1,0,0,1,1,0.0
30891423,3,3,0,0,3,2,0.0
8965945,1,0,1,0,1,1,0.0
18625655,1,1,0,0,1,1,0.0
55838095,16,6,8,2,9,1,12.5
69597581,1,1,0,0,1,1,0.0
60461814,1,1,0,0,1,1,0.0
42271528,2,1,1,0,2,1,0.0
76220498,2,2,0,0,2,1,0.0
43249456,7,7,0,0,7,1,0.0
6028965,12,10,2,0,4,1,0.0
43969862,17,16,1,0,15,5,0.0
67568375,1,0,1,0,1,1,0.0
83616975,2,1,1,0,2,2,0.0
42067335,7,6,1,0,7,1,0.0
19800771,2,2,0,0,2,1,0.0
44073803,1,1,0,0,1,1,0.0
66433626,2,2,0,0,1,1,0.0
53319701,3,2,1,0,3,1,0.0
44496992,3,1,2,0,2,1,0.0
30535458,6,5,0,1,5,2,16.67
19649189,2,1,1,0,2,1,0.0
15740369,4,3,1,0,4,2,0.0
66535305,1,1,0,0,1,1,0.0
52033214,2,1,1,0,2,1,0.0
99283596,1,1,0,0,1,1,0.0
50234195,5,4,1,0,5,1,0.0
32385293,3,1,2,0,3,1,0.0
88833834,1,1,0,0,1,1,0.0
59918578,1,1,0,0,1,1,0.0
96795513,1,1,0,0,1,1,0.0
37113993,5,5,0,0,5,1,0.0
10191189,1,1,0,0,1,1,0.0
1663562,1,1,0,0,1,1,0.0
83871511,4,2,0,2,4,1,50.0
83855046,3,2,1,0,3,1,0.0
84551283,17,11,1,5,12,1,29.41
92787070,1,1,0,0,1,1,0.0
55713120,3,3,0,0,3,3,0.0
20066311,1,0,1,0,1,1,0.0
17046813,17,12,5,0,16,1,0.0
99618136,32,22,3,7,14,1,21.88
48340464,3,3,0,0,2,1,0.0
20082706,4,4,0,0,4,1,0.0
61720428,5,4,1,0,5,3,0.0
56620001,1,1,0,0,1,1,0.0
53338331,2,2,0,0,2,1,0.0
41479193,7,3,4,0,7,1,0.0
34552253,8,1,5,2,5,1,25.0
29898561,5,3,2,0,5,1,0.0
70764354,1,1,0,0,1,1,0.0
17563542,7,2,3,2,7,2,28.57
70449057,2,2,0,0,2,1,0.0
85518229,3,3,0,0,2,2,0.0
42889025,1,1,0,0,1,1,0.0
80414394,3,2,0,1,3,1,33.33
93516241,48,29,16,3,26,1,6.25
98982078,1,1,0,0,1,1,0.0
54069673,1,1,0,0,1,1,0.0
13354235,1,0,1,0,1,1,0.0
47939656,3,2,1,0,2,1,0.0
67199593,1,1,0,0,1,1,0.0
79307666,2,2,0,0,1,1,0.0
36843392,16,11,5,0,14,6,0.0
85660665,11,8,3,0,5,1,0.0
35751927,5,5,0,0,5,2,0.0
38748199,3,2,0,1,3,1,33.33
31797552,2,2,0,0,2,1,0.0
37854637,4,2,2,0,3,1,0.0
51810965,4,3,1,0,4,1,0.0
35617040,2,1,1,0,2,1,0.0
27075239,1,1,0,0,1,1,0.0
80976333,1,1,0,0,1,1,0.0
79593431,2,1,1,0,2,1,0.0
53511124,2,2,0,0,1,1,0.0
54055868,1,1,0,0,1,1,0.0
77100083,4,3,1,0,2,1,0.0
38889523,4,3,1,0,4,1,0.0
61033195,2,2,0,0,2,1,0.0
61202431,1,1,0,0,1,1,0.0
56852825,4,2,2,0,4,3,0.0
66642127,20,6,10,4,11,1,20.0
84852089,1,1,0,0,1,1,0.0
59787575,4,3,1,0,3,1,0.0
62380552,1,1,0,0,1,1,0.0
23543016,7,7,0,0,7,1,0.0
15468842,5,5,0,0,5,1,0.0
99604387,1,1,0,0,1,1,0.0
34779961,1,1,0,0,1,1,0.0
36303237,22,16,6,0,8,3,0.0
23538668,3,3,0,0,3,1,0.0
41575985,19,13,6,0,14,1,0.0
51050591,3,2,1,0,3,1,0.0
5250329,4,4,0,0,4,1,0.0
86395770,1,1,0,0,1,1,0.0
48791481,2,2,0,0,2,1,0.0
95942786,9,6,2,1,6,1,11.11
41212270,1,1,0,0,1,1,0.0
83086693,4,3,1,0,3,1,0.0
26248281,20,9,7,4,8,1,20.0
82068703,10,8,2,0,9,1,0.0
36183352,8,5,3,0,7,1,0.0
88321278,2,1,0,1,1,1,50.0
27259103,1,1,0,0,1,1,0.0
55459292,3,1,2,0,3,1,0.0
85450305,2,0,2,0,2,2,0.0
36373892,7,1,6,0,7,3,0.0
15155961,2,0,2,0,2,1,0.0
39208261,4,4,0,0,2,1,0.0
7672103,2,2,0,0,2,1,0.0
29078977,9,6,2,1,9,8,11.11
91143409,1,1,0,0,1,1,0.0
6296152,3,1,1,1,3,1,33.33
97836802,1,1,0,0,1,1,0.0
42979057,13,8,4,1,9,1,7.69
5295893,2,1,1,0,2,1,0.0
48844638,5,4,0,1,5,1,20.0
83111317,1,1,0,0,1,1,0.0
83481926,3,3,0,0,2,1,0.0
21613756,3,0,3,0,3,1,0.0
74400109,3,2,1,0,3,1,0.0
55954229,18,16,2,0,17,1,0.0
26253767,1,1,0,0,1,1,0.0
53156237,3,2,0,1,2,1,33.33
45545909,1,1,0,0,1,1,0.0
75727581,3,1,2,0,3,1,0.0
27362699,8,4,4,0,8,1,0.0
31598744,5,5,0,0,5,2,0.0
97536697,2,2,0,0,2,1,0.0
98236332,6,5,0,1,6,1,16.67
75592449,8,6,0,2,8,1,25.0
86137327,1,1,0,0,1,1,0.0
76966853,4,4,0,0,4,1,0.0
98643104,14,9,5,0,7,1,0.0
64687037,9,7,2,0,7,1,0.0
43615370,11,8,2,1,11,11,9.09
96063908,5,4,0,1,4,1,20.0
52334580,6,5,1,0,6,2,0.0
3222786,1,1,0,0,1,1,0.0
54749240,2,1,1,0,2,1,0.0
3230076,5,4,1,0,5,1,0.0
8701625,2,2,0,0,1,1,0.0
38833325,4,4,0,0,4,2,0.0
47291847,22,14,8,0,18,1,0.0
76710792,7,7,0,0,5,1,0.0
75109709,1,1,0,0,1,1,0.0
71274060,30,24,5,1,15,1,3.33
79627166,4,3,1,0,3,2,0.0
89333077,3,2,1,0,3,1,0.0
85982767,16,11,5,0,14,1,0.0
74024918,1,1,0,0,1,1,0.0
61945140,2,2,0,0,2,2,0.0
18241607,1,1,0,0,1,1,0.0
27128252,8,6,2,0,6,1,0.0
50594077,6,6,0,0,1,1,0.0
33642278,1,1,0,0,1,1,0.0
39277918,2,2,0,0,2,2,0.0
67906418,5,3,1,1,3,1,20.0
93711537,6,5,0,1,5,2,16.67
20710579,2,2,0,0,2,1,0.0
51485662,2,2,0,0,2,1,0.0
36138805,3,2,1,0,3,1,0.0
31248256,5,3,2,0,4,1,0.0
83338318,2,2,0,0,2,1,0.0
53474841,5,3,0,2,4,3,40.0
88684367,3,1,1,1,3,2,33.33
86841645,1,0,1,0,1,1,0.0
27445041,18,16,2,0,15,1,0.0
38507851,3,2,0,1,3,3,33.33
43750826,1,1,0,0,1,1,0.0
35011557,1,1,0,0,1,1,0.0
83860671,1,1,0,0,1,1,0.0
22179482,5,4,1,0,4,1,0.0
23579921,6,6,0,0,6,1,0.0
80252247,1,0,1,0,1,1,0.0
65300118,14,12,1,1,10,1,7.14
34807880,31,25,4,2,21,1,6.45
72448508,7,6,0,1,7,2,14.29
50226639,2,0,1,1,2,1,50.0
34068643,3,3,0,0,2,1,0.0
88873194,3,3,0,0,3,1,0.0
21294021,5,4,1,0,5,1,0.0
37317693,7,7,0,0,4,2,0.0
6693630,3,3,0,0,3,2,0.0
771085,5,5,0,0,5,3,0.0
39725008,7,7,0,0,6,4,0.0
82391925,14,14,0,0,13,9,0.0
79883880,4,4,0,0,4,1,0.0
94873805,4,3,1,0,4,2,0.0
2390113,3,3,0,0,3,2,0.0
5702417,6,6,0,0,5,2,0.0
62659940,7,6,1,0,7,5,0.0
79132836,19,10,5,4,8,1,21.05
60290786,2,1,1,0,2,1,0.0
60641024,1,1,0,0,1,1,0.0
61941726,2,1,1,0,2,1,0.0
77432813,4,3,1,0,3,1,0.0
9344656,1,1,0,0,1,1,0.0
47569993,1,1,0,0,1,1,0.0
61196894,2,2,0,0,2,2,0.0
68747805,1,1,0,0,1,1,0.0
27647631,6,3,3,0,4,1,0.0
60186893,5,4,0,1,4,1,20.0
84854645,1,0,1,0,1,1,0.0
72863725,5,3,2,0,4,3,0.0
871286,6,5,0,1,4,1,16.67
33209313,8,4,4,0,8,1,0.0
30533450,1,0,1,0,1,1,0.0
1877284,3,1,1,1,2,1,33.33
49162628,18,13,4,1,17,1,5.56
34034503,1,0,1,0,1,1,0.0
74663422,1,1,0,0,1,1,0.0
36495869,29,17,10,2,13,1,6.9
66315346,4,3,0,1,4,2,25.0
45829299,2,2,0,0,2,2,0.0
70830691,1,0,1,0,1,1,0.0
59509926,3,2,1,0,3,1,0.0
55492549,2,1,0,1,2,1,50.0
53456561,1,1,0,0,1,1,0.0
153619,1,1,0,0,1,1,0.0
62236599,1,1,0,0,1,1,0.0
29204824,2,2,0,0,2,1,0.0
96412991,1,0,1,0,1,1,0.0
94913921,2,0,0,2,2,2,100.0
72152387,1,1,0,0,1,1,0.0
33315547,3,2,1,0,1,1,0.0
10564291,17,15,0,2,9,1,11.76
90343076,8,6,1,1,8,1,12.5
67430039,6,2,3,1,3,1,16.67
57963451,5,3,2,0,5,2,0.0
30276388,1,1,0,0,1,1,0.0
31331111,6,3,2,1,6,3,16.67
1032048,1,0,1,0,1,1,0.0
53371652,1,1,0,0,1,1,0.0
34143483,1,1,0,0,1,1,0.0
55683363,3,3,0,0,1,1,0.0
75678075,2,2,0,0,2,1,0.0
22862005,5,5,0,0,4,2,0.0
67879947,6,4,1,1,6,6,16.67
64242767,2,1,1,0,2,2,0.0
71550933,2,1,0,1,2,2,50.0
68752003,13,8,5,0,10,3,0.0
52833360,2,2,0,0,2,1,0.0
36744409,1,1,0,0,1,1,0.0
38758012,4,0,1,3,4,1,75.0
82836541,1,0,0,1,1,1,100.0
6704549,8,6,1,1,8,8,12.5
43106231,4,3,1,0,1,1,0.0
83802223,2,2,0,0,2,1,0.0
41384523,6,4,2,0,6,1,0.0
62146004,1,1,0,0,1,1,0.0
23939102,3,3,0,0,3,1,0.0
73413859,3,3,0,0,3,1,0.0
24803833,2,1,1,0,1,1,0.0
46446572,14,12,2,0,14,12,0.0
96178192,6,5,1,0,5,1,0.0
5428659,2,2,0,0,2,2,0.0
97879199,2,2,0,0,2,1,0.0
29044150,1,1,0,0,1,1,0.0
51229002,3,2,1,0,3,2,0.0
71795157,5,4,0,1,3,1,20.0
50395434,2,0,0,2,2,1,100.0
87987650,12,5,6,1,11,9,8.33
96465051,1,1,0,0,1,1,0.0
30556446,3,3,0,0,3,1,0.0
38695563,2,2,0,0,2,1,0.0
72457464,3,3,0,0,3,1,0.0
92098213,1,1,0,0,1,1,0.0
60059198,37,33,3,1,24,1,2.7
57184345,1,0,1,0,1,1,0.0
39527804,3,2,1,0,3,1,0.0
89764806,3,3,0,0,3,1,0.0
2350150,5,5,0,0,4,1,0.0
9878586,3,1,1,1,2,1,33.33
3137336,1,1,0,0,1,1,0.0
76326375,1,0,1,0,1,1,0.0
2814144,1,1,0,0,1,1,0.0
13154357,5,4,1,0,4,1,0.0
47884067,1,1,0,0,1,1,0.0
62357893,5,4,0,1,5,1,20.0
43748896,2,1,1,0,2,1,0.0
86255907,2,1,1,0,2,1,0.0
92557918,5,4,1,0,3,1,0.0
94262212,10,7,2,1,5,1,10.0
52309475,1,1,0,0,1,1,0.0
71719652,4,1,2,1,2,1,25.0
87427653,5,3,1,1,5,1,20.0
25030350,2,2,0,0,2,1,0.0
77366426,2,0,2,0,2,1,0.0
17408034,2,2,0,0,2,1,0.0
23179788,1,1,0,0,1,1,0.0
24817408,6,4,2,0,4,1,0.0
19730797,1,1,0,0,1,1,0.0
57329920,4,2,2,0,4,1,0.0
8753367,4,3,1,0,3,3,0.0
76814472,4,3,1,0,4,2,0.0
5978652,1,1,0,0,1,1,0.0
7530031,7,4,3,0,5,1,0.0
72560951,2,0,2,0,2,1,0.0
62253116,5,5,0,0,4,1,0.0
59269785,2,1,1,0,2,2,0.0
13720367,5,2,3,0,4,3,0.0
19894782,1,1,0,0,1,1,0.0
40165360,1,0,1,0,1,1,0.0
79686914,9,4,3,2,7,1,22.22
95281627,1,1,0,0,1,1,0.0
90438628,1,1,0,0,1,1,0.0
95879799,2,2,0,0,2,2,0.0
46326692,4,2,1,1,4,1,25.0
86504366,2,0,0,2,2,1,100.0
16515987,1,1,0,0,1,1,0.0
34575445,3,3,0,0,3,1,0.0
58206789,2,1,1,0,2,2,0.0
52460734,3,2,1,0,2,2,0.0
42963703,3,2,0,1,3,1,33.33
78228303,7,6,1,0,1,1,0.0
24291133,10,7,1,2,9,1,20.0
39110057,1,0,1,0,1,1,0.0
83958596,37,10,14,13,22,1,35.14
93493088,2,2,0,0,1,1,0.0
26733575,4,3,1,0,4,1,0.0
2966835,2,2,0,0,2,1,0.0
77659945,2,1,1,0,2,1,0.0
67504487,2,1,1,0,2,2,0.0
84208213,4,4,0,0,1,1,0.0
80169905,1,1,0,0,1,1,0.0
2857356,5,4,1,0,5,1,0.0
29671716,4,4,0,0,2,1,0.0
36626653,6,4,2,0,6,3,0.0
53986749,3,1,1,1,1,1,33.33
30004362,6,6,0,0,6,1,0.0
78735380,3,3,0,0,3,2,0.0
52134917,3,3,0,0,3,1,0.0
50889638,3,3,0,0,1,1,0.0
12775221,8,3,2,3,6,1,37.5
98310189,7,5,2,0,6,1,0.0
3400320,3,2,1,0,3,1,0.0
73099009,3,0,2,1,2,1,33.33
38936809,4,3,0,1,2,1,25.0
92950522,4,2,2,0,3,1,0.0
38610193,7,6,0,1,6,6,14.29
1851446,4,4,0,0,4,1,0.0
58105339,2,1,0,1,2,1,50.0
61551487,2,1,1,0,2,1,0.0
51943106,1,1,0,0,1,1,0.0
45569485,17,14,2,1,15,1,5.88
57066678,21,16,5,0,8,1,0.0
82223570,1,1,0,0,1,1,0.0
89368194,1,1,0,0,1,1,0.0
38262138,5,5,0,0,5,1,0.0
89144527,1,1,0,0,1,1,0.0
27519185,1,0,1,0,1,1,0.0
43886266,2,2,0,0,2,1,0.0
17318882,3,1,2,0,3,2,0.0
57760420,2,1,0,1,2,1,50.0
9887674,3,2,1,0,3,3,0.0
45789985,5,3,2,0,5,1,0.0
70809661,4,2,2,0,4,1,0.0
20048270,1,1,0,0,1,1,0.0
21451885,5,4,1,0,5,1,0.0
75470236,10,3,7,0,8,1,0.0
79610231,4,4,0,0,4,2,0.0
57085862,2,2,0,0,2,2,0.0
40734139,1,1,0,0,1,1,0.0
68882185,3,3,0,0,2,1,0.0
76024049,1,1,0,0,1,1,0.0
70241775,9,2,4,3,8,1,33.33
80456336,7,5,2,0,7,1,0.0
90195412,6,5,1,0,6,1,0.0
33731707,3,3,0,0,3,1,0.0
