category_level_4_id,total_interactions,clicks,cart_additions,purchases,unique_products,purchase_share_percent
13861728,9,6,3,0,8,0.0
54614976,140,102,34,4,113,2.86
56970994,265,192,70,3,123,1.13
33353101,251,186,61,4,215,1.59
61078789,147,81,43,23,116,15.65
2168366,34,25,4,5,33,14.71
93671184,423,253,112,58,347,13.71
80933392,137,117,17,3,126,2.19
30727914,149,91,48,10,69,6.71
15497980,278,232,44,2,243,0.72
63802777,108,88,19,1,79,0.93
45576833,32,20,8,4,30,12.5
22035193,64,53,7,4,43,6.25
4274169,184,110,50,24,120,13.04
89495331,12,8,2,2,8,16.67
24750017,300,241,39,20,243,6.67
32730556,106,89,12,5,99,4.72
72237429,219,199,19,1,197,0.46
43370586,20,11,8,1,18,5.0
88290531,6,3,3,0,4,0.0
41484130,11,6,3,2,11,18.18
1814232,31,18,11,2,28,6.45
38775276,18,17,1,0,17,0.0
69873001,7,6,0,1,5,14.29
17592911,211,142,48,21,148,9.95
26172022,142,111,30,1,121,0.7
48611975,61,55,6,0,58,0.0
30778689,41,34,7,0,33,0.0
51791036,156,123,22,11,117,7.05
41465460,101,85,13,3,91,2.97
16089450,472,284,127,61,356,12.92
82537344,70,44,18,8,68,11.43
13252504,64,42,19,3,56,4.69
13241027,74,33,26,15,55,20.27
8151805,394,337,55,2,321,0.51
39542569,21,16,4,1,21,4.76
62703805,4,3,1,0,4,0.0
66172518,77,56,18,3,75,3.9
91077687,47,29,13,5,37,10.64
19040190,89,73,14,2,87,2.25
55892983,253,186,59,8,143,3.16
68146422,43,24,19,0,36,0.0
23341139,108,88,19,1,100,0.93
73737526,47,29,11,7,40,14.89
21143929,67,29,24,14,27,20.9
3166844,4,4,0,0,4,0.0
9522926,8,2,5,1,8,12.5
49050740,419,284,110,25,298,5.97
87810974,165,130,31,4,153,2.42
12052615,162,120,38,4,135,2.47
39580270,14,8,5,1,14,7.14
91657859,37,19,16,2,36,5.41
57620461,17,9,7,1,14,5.88
22337884,491,376,111,4,413,0.81
55403782,223,193,30,0,193,0.0
16219542,214,146,59,9,158,4.21
25557130,114,92,17,5,92,4.39
28140606,298,242,51,5,280,1.68
2725017,406,283,101,22,172,5.42
37739194,254,186,53,15,211,5.91
93533422,431,384,45,2,404,0.46
93752674,124,118,6,0,113,0.0
72676051,102,88,12,2,101,1.96
63163138,46,29,14,3,35,6.52
45195622,25,18,5,2,22,8.0
27701603,39,27,8,4,33,10.26
33362375,211,118,62,31,137,14.69
61139191,49,36,13,0,49,0.0
4036682,104,75,20,9,84,8.65
41658678,33,19,10,4,28,12.12
58261536,150,118,32,0,125,0.0
70032647,4,2,1,1,3,25.0
84416827,22,7,11,4,19,18.18
40946905,53,22,20,11,40,20.75
84378087,142,115,23,4,133,2.82
22281144,58,50,8,0,58,0.0
25012469,58,48,10,0,56,0.0
80225884,42,30,8,4,35,9.52
42361917,111,76,26,9,76,8.11
44066710,37,28,7,2,33,5.41
9231920,197,115,64,18,148,9.14
20061589,39,35,3,1,38,2.56
41293785,30,16,12,2,27,6.67
10370872,40,24,6,10,30,25.0
15406647,132,67,39,26,76,19.7
7044588,30,26,4,0,28,0.0
72734776,16,9,7,0,13,0.0
28053233,41,29,8,4,26,9.76
5900556,85,53,18,14,66,16.47
8225121,82,54,24,4,63,4.88
16222543,419,361,54,4,398,0.95
51372824,38,26,6,6,29,15.79
65106686,125,75,35,15,100,12.0
75293909,85,66,12,7,76,8.24
40205139,76,48,28,0,58,0.0
45668128,78,47,27,4,61,5.13
48360565,118,90,27,1,115,0.85
27738256,74,39,19,16,63,21.62
79966232,67,39,20,8,54,11.94
86580769,2,2,0,0,2,0.0
77923086,5,3,2,0,5,0.0
44888587,10,6,3,1,10,10.0
19474995,614,473,119,22,436,3.58
11016049,29,21,8,0,29,0.0
52659534,14,11,3,0,12,0.0
14398548,77,64,13,0,68,0.0
69697268,105,59,36,10,85,9.52
5807073,115,65,46,4,79,3.48
36641027,422,223,134,65,249,15.4
32957191,25,13,11,1,19,4.0
64512698,17,10,6,1,15,5.88
11433106,14,12,2,0,13,0.0
55426064,34,29,4,1,31,2.94
27879457,103,72,26,5,72,4.85
43813831,31,27,4,0,29,0.0
93375519,76,46,16,14,45,18.42
46572108,238,187,41,10,200,4.2
28241072,18,13,5,0,18,0.0
3040987,32,23,6,3,22,9.38
63888830,76,69,7,0,67,0.0
19177310,127,79,30,18,98,14.17
21407628,17,12,3,2,16,11.76
32414186,117,92,21,4,85,3.42
43427505,323,277,45,1,272,0.31
85484619,28,17,8,3,28,10.71
64895055,156,126,27,3,121,1.92
96489506,31,21,7,3,26,9.68
96502358,126,76,31,19,85,15.08
70614240,144,119,22,3,124,2.08
60321210,25,20,5,0,25,0.0
35031980,108,66,30,12,88,11.11
95117697,41,11,23,7,39,17.07
58333905,4,3,1,0,3,0.0
18747767,151,90,37,24,97,15.89
71707845,62,39,20,3,47,4.84
65122228,405,257,102,46,347,11.36
70642549,54,43,10,1,44,1.85
36771683,37,23,7,7,33,18.92
44868116,52,28,16,8,46,15.38
19630389,92,56,29,7,82,7.61
46544554,7,5,1,1,6,14.29
28867233,214,185,20,9,186,4.21
56049671,215,180,29,6,194,2.79
79659944,59,54,5,0,57,0.0
56194074,90,49,25,16,68,17.78
69390270,20,11,8,1,18,5.0
6917452,8,6,2,0,7,0.0
42753152,242,190,51,1,211,0.41
31634410,8,6,2,0,8,0.0
78985673,157,142,10,5,153,3.18
92494966,18,12,3,3,18,16.67
84368765,82,39,27,16,51,19.51
98180757,138,112,25,1,113,0.72
65095847,151,112,29,10,110,6.62
51850793,60,51,9,0,56,0.0
43329028,65,41,20,4,65,6.15
17198485,75,33,28,14,53,18.67
80974640,215,98,56,61,111,28.37
83261719,447,306,93,48,282,10.74
11101631,74,48,15,11,60,14.86
61583766,9,5,3,1,9,11.11
1820697,320,247,58,15,186,4.69
6210187,4,2,1,1,4,25.0
52566846,175,113,44,18,148,10.29
409706,39,25,11,3,35,7.69
36761977,34,28,5,1,15,2.94
36440555,85,68,17,0,64,0.0
10012818,11,7,2,2,10,18.18
59246337,23,11,9,3,14,13.04
70358798,153,136,15,2,147,1.31
91132245,3,2,1,0,2,0.0
50395819,91,46,28,17,55,18.68
82925562,224,123,77,24,150,10.71
95524815,94,48,35,11,56,11.7
77192999,81,54,18,9,46,11.11
59830243,120,96,16,8,107,6.67
11178761,22,10,9,3,19,13.64
993200,38,28,9,1,38,2.63
61131884,107,88,16,3,99,2.8
84069020,129,103,21,5,119,3.88
75733099,29,8,16,5,16,17.24
34937313,38,25,9,4,25,10.53
43136624,180,134,43,3,154,1.67
72419166,10,9,1,0,8,0.0
57266093,7,6,0,1,7,14.29
63745383,128,107,17,4,116,3.12
93846194,149,113,35,1,68,0.67
8215942,43,29,10,4,23,9.3
16642480,51,43,8,0,45,0.0
76869830,97,81,16,0,89,0.0
31452083,21,17,4,0,20,0.0
41232345,45,32,8,5,37,11.11
45844278,15,11,4,0,15,0.0
93266207,49,37,12,0,43,0.0
87561298,1,1,0,0,1,0.0
77840844,43,28,15,0,32,0.0
63757745,171,110,42,19,144,11.11
1028908,16,10,4,2,15,12.5
82726800,60,33,18,9,52,15.0
44972014,271,195,54,22,158,8.12
427045,90,59,18,13,76,14.44
74001664,9,4,3,2,9,22.22
29124158,129,85,32,12,100,9.3
1808989,43,29,7,7,34,16.28
43186611,50,24,15,11,41,22.0
43471274,92,54,20,18,80,19.57
88175788,28,21,6,1,27,3.57
54073905,24,13,9,2,24,8.33
83021796,138,85,34,19,75,13.77
2527838,230,189,39,2,197,0.87
80571928,136,80,34,22,114,16.18
73989451,80,46,27,7,52,8.75
5892717,231,158,61,12,192,5.19
53552102,11,6,3,2,8,18.18
50080097,48,32,10,6,36,12.5
76224644,180,148,28,4,162,2.22
77435635,137,67,47,23,98,16.79
6257218,439,330,109,0,344,0.0
55518372,14,14,0,0,14,0.0
58371270,169,148,19,2,147,1.18
73016587,60,36,24,0,42,0.0
32725276,189,116,49,24,157,12.7
8506528,29,20,6,3,27,10.34
74517888,164,125,30,9,133,5.49
67004125,6,4,1,1,6,16.67
73387332,199,138,50,11,105,5.53
21940470,32,16,15,1,24,3.12
38353450,127,117,10,0,121,0.0
31599367,2,2,0,0,2,0.0
30127492,204,107,61,36,138,17.65
58524585,92,69,22,1,71,1.09
97686652,57,44,13,0,42,0.0
80826679,27,11,4,12,18,44.44
99378819,107,53,34,20,81,18.69
75908833,34,26,6,2,33,5.88
65557425,39,24,6,9,21,23.08
19994453,24,17,5,2,16,8.33
34439272,282,198,68,16,229,5.67
38303641,46,17,16,13,38,28.26
68451840,6,4,2,0,6,0.0
35366602,45,30,12,3,37,6.67
35173042,14,11,3,0,13,0.0
38294160,50,24,14,12,35,24.0
19669619,9,9,0,0,8,0.0
50978805,15,9,4,2,13,13.33
76828567,15,12,2,1,14,6.67
30400800,82,69,12,1,65,1.22
41544742,11,8,2,1,11,9.09
44732207,104,75,15,14,79,13.46
15820462,90,72,16,2,74,2.22
99084671,28,19,6,3,24,10.71
31806636,1,0,1,0,1,0.0
13875919,54,28,12,14,51,25.93
50039022,74,53,17,4,56,5.41
86382499,82,63,14,5,59,6.1
44068794,212,136,54,22,183,10.38
12979356,6,5,1,0,6,0.0
14005101,51,33,15,3,43,5.88
88080456,175,90,68,17,96,9.71
44288981,74,35,34,5,63,6.76
99596693,33,24,6,3,27,9.09
46206825,46,24,18,4,45,8.7
45546372,28,18,9,1,27,3.57
54345875,139,83,30,26,76,18.71
50282885,79,53,25,1,56,1.27
57026073,8,4,2,2,7,25.0
21702592,66,42,17,7,50,10.61
53715126,83,44,21,18,61,21.69
51235388,6,5,0,1,6,16.67
28089700,74,27,28,19,53,25.68
25617624,11,9,1,1,11,9.09
2470301,18,9,5,4,11,22.22
67747507,106,68,36,2,70,1.89
57985183,14,12,2,0,12,0.0
9607977,126,98,25,3,98,2.38
10077835,12,7,3,2,12,16.67
99851285,13,6,4,3,11,23.08
83535104,55,46,9,0,38,0.0
2288344,30,28,2,0,25,0.0
82978036,139,127,12,0,126,0.0
71134848,24,21,2,1,17,4.17
74821718,30,24,6,0,26,0.0
54309601,23,16,6,1,23,4.35
58884746,96,62,22,12,95,12.5
25127164,166,122,38,6,157,3.61
52009802,337,168,110,59,274,17.51
34781230,14,9,4,1,13,7.14
5351470,250,169,55,26,146,10.4
58600979,6,5,1,0,6,0.0
85116002,3,1,2,0,3,0.0
28744000,25,17,5,3,24,12.0
47659671,70,39,21,10,46,14.29
87384184,123,87,32,4,119,3.25
66822214,15,11,2,2,9,13.33
24663518,77,71,6,0,60,0.0
40864353,120,71,45,4,98,3.33
58642844,9,6,1,2,9,22.22
28133401,19,14,5,0,11,0.0
64450931,34,27,5,2,31,5.88
88223658,124,99,20,5,117,4.03
94681151,191,116,60,15,140,7.85
26580322,14,5,9,0,11,0.0
28994508,157,101,46,10,94,6.37
74390889,118,86,24,8,110,6.78
46184598,97,78,19,0,80,0.0
48976165,114,78,27,9,98,7.89
90509522,61,48,10,3,47,4.92
45067257,16,13,3,0,16,0.0
71358155,151,110,27,14,125,9.27
4194795,1,1,0,0,1,0.0
99186243,36,22,10,4,33,11.11
42432465,293,246,34,13,274,4.44
93098306,137,97,34,6,105,4.38
40260120,65,49,13,3,39,4.62
14655008,207,119,61,27,130,13.04
94511652,47,34,11,2,26,4.26
54140629,65,30,27,8,36,12.31
57581976,21,15,4,2,18,9.52
54017844,216,165,50,1,157,0.46
74346891,196,169,26,1,163,0.51
66772717,242,197,44,1,221,0.41
46339974,35,21,11,3,27,8.57
57219282,154,124,25,5,130,3.25
44934907,176,135,27,14,152,7.95
73830424,24,20,4,0,21,0.0
81028370,8,8,0,0,7,0.0
69328668,62,41,11,10,41,16.13
94795302,21,11,8,2,13,9.52
68259066,2,0,1,1,2,50.0
53620881,53,47,5,1,52,1.89
48073610,81,64,16,1,81,1.23
354377,58,36,20,2,55,3.45
23067741,175,136,32,7,154,4.0
93996255,108,83,20,5,84,4.63
24175930,3,2,1,0,3,0.0
9640415,8,3,3,2,6,25.0
89656569,12,5,4,3,6,25.0
30419511,73,43,20,10,59,13.7
56239598,92,59,29,4,59,4.35
74324266,4,3,1,0,4,0.0
37691041,17,7,8,2,14,11.76
35861691,397,277,109,11,245,2.77
39876456,196,113,55,28,151,14.29
98415714,51,34,10,7,48,13.73
6711094,65,38,19,8,57,12.31
97800220,82,72,10,0,78,0.0
3482232,30,28,2,0,30,0.0
68897123,42,34,6,2,41,4.76
75485197,155,130,25,0,125,0.0
19986970,44,24,12,8,29,18.18
46786822,84,52,25,7,57,8.33
90321141,154,121,31,2,153,1.3
57552570,149,122,20,7,139,4.7
64196410,40,21,15,4,23,10.0
3827897,65,56,7,2,50,3.08
63541907,211,169,40,2,181,0.95
96252024,40,28,11,1,36,2.5
43968931,27,19,6,2,24,7.41
24079993,108,71,37,0,68,0.0
86822034,95,68,22,5,47,5.26
73110030,41,21,14,6,31,14.63
28161806,50,33,17,0,43,0.0
8404379,7,7,0,0,7,0.0
31105026,31,15,10,6,25,19.35
9277292,48,26,18,4,24,8.33
44335410,12,10,2,0,11,0.0
98166042,127,94,23,10,105,7.87
19920443,48,30,14,4,36,8.33
50769173,256,169,61,26,251,10.16
70831808,41,21,20,0,30,0.0
43005565,110,68,26,16,82,14.55
4470146,26,18,8,0,24,0.0
36219525,20,14,5,1,13,5.0
24550841,3,3,0,0,3,0.0
25181449,62,56,6,0,59,0.0
44909874,64,41,18,5,41,7.81
7588645,296,262,27,7,205,2.36
46568482,9,8,1,0,7,0.0
42385237,191,105,59,27,158,14.14
68094634,43,37,6,0,41,0.0
90952411,5,1,2,2,5,40.0
82642449,6,6,0,0,6,0.0
61384106,8,4,3,1,8,12.5
4732857,42,28,13,1,29,2.38
66010179,120,62,44,14,67,11.67
37115560,45,25,13,7,29,15.56
9095312,34,20,13,1,29,2.94
3259864,15,10,3,2,15,13.33
83506876,2,2,0,0,2,0.0
24722244,96,75,18,3,74,3.12
39530906,228,193,26,9,203,3.95
22017966,155,80,54,21,121,13.55
97523587,126,89,29,8,99,6.35
88454904,36,17,12,7,22,19.44
55373815,46,8,20,18,36,39.13
17663067,27,24,1,2,18,7.41
30484782,82,49,28,5,71,6.1
16788396,16,13,3,0,16,0.0
31963915,64,38,25,1,64,1.56
31674112,77,55,20,2,66,2.6
61422799,31,15,10,6,18,19.35
28659986,27,12,11,4,20,14.81
86064567,195,120,51,24,163,12.31
46069354,120,105,11,4,115,3.33
3042496,12,11,1,0,11,0.0
9672055,27,16,8,3,22,11.11
31167308,69,60,9,0,64,0.0
68718009,1,0,0,1,1,100.0
56217922,52,29,14,9,50,17.31
80821917,91,43,30,18,39,19.78
20190426,109,81,23,5,57,4.59
16741718,54,29,17,8,34,14.81
7477172,2,1,1,0,2,0.0
4627992,99,75,23,1,78,1.01
87572218,72,39,25,8,44,11.11
86581208,246,191,54,1,199,0.41
8858229,7,5,1,1,5,14.29
34996414,76,44,16,16,61,21.05
13392876,133,70,49,14,87,10.53
78408136,83,57,19,7,72,8.43
7655318,21,8,10,3,18,14.29
97950735,21,12,9,0,20,0.0
21987025,15,11,2,2,14,13.33
28260176,20,16,3,1,20,5.0
55513591,3,3,0,0,3,0.0
48565544,62,44,10,8,58,12.9
85450046,57,29,19,9,35,15.79
29574520,335,309,23,3,326,0.9
67861453,200,155,39,6,176,3.0
29116020,128,86,28,14,90,10.94
53726242,184,146,33,5,156,2.72
82900613,29,14,5,10,26,34.48
41576891,61,27,23,11,56,18.03
3797642,5,3,2,0,5,0.0
54913103,7,4,2,1,6,14.29
24234227,50,32,14,4,44,8.0
23048324,55,27,21,7,44,12.73
66888335,85,68,14,3,80,3.53
53903345,152,133,18,1,145,0.66
6788989,22,9,13,0,21,0.0
33712868,3,1,2,0,3,0.0
37430752,40,26,13,1,38,2.5
24447790,28,21,7,0,28,0.0
45118361,4,1,2,1,3,25.0
3737531,20,19,0,1,19,5.0
40261213,67,48,15,4,54,5.97
47812237,20,15,5,0,18,0.0
30267980,128,79,38,11,96,8.59
59280760,198,141,45,12,116,6.06
38357801,98,57,28,13,64,13.27
62686930,42,28,11,3,41,7.14
21245995,3,1,2,0,3,0.0
83498976,6,5,0,1,6,16.67
79676172,41,26,14,1,36,2.44
67160517,125,85,25,15,119,12.0
11561321,275,176,63,36,228,13.09
25213051,279,213,58,8,233,2.87
94460519,17,16,1,0,17,0.0
98978300,58,37,17,4,46,6.9
4561765,12,7,4,1,9,8.33
17950278,62,49,13,0,58,0.0
67180752,10,7,3,0,10,0.0
58237103,10,5,5,0,8,0.0
7715973,250,176,52,22,216,8.8
8687701,69,61,8,0,60,0.0
20881062,27,14,7,6,27,22.22
55832130,29,17,11,1,26,3.45
45315740,32,24,8,0,28,0.0
97984072,69,52,15,2,57,2.9
20494907,154,99,45,10,143,6.49
72756173,79,30,36,13,45,16.46
49085362,11,10,1,0,11,0.0
93696677,56,48,6,2,44,3.57
26797433,30,14,9,7,20,23.33
89580328,116,59,39,18,54,15.52
71121639,64,31,25,8,46,12.5
6955544,116,87,27,2,101,1.72
44809983,25,16,8,1,19,4.0
42363236,6,6,0,0,6,0.0
22457539,6,5,1,0,6,0.0
4463729,14,6,5,3,11,21.43
42141403,26,17,7,2,20,7.69
66957344,205,137,55,13,197,6.34
44966815,34,19,9,6,24,17.65
89658012,54,25,23,6,38,11.11
50657520,79,37,29,13,53,16.46
85947630,337,184,104,49,187,14.54
19515034,48,36,10,2,45,4.17
44351865,186,105,58,23,136,12.37
5343070,141,105,25,11,124,7.8
80640,17,9,7,1,16,5.88
72890035,8,5,1,2,7,25.0
17417132,37,32,5,0,37,0.0
43961067,154,124,26,4,137,2.6
98855985,63,48,10,5,62,7.94
65534188,53,52,1,0,41,0.0
28116531,81,70,5,6,56,7.41
62941843,55,35,15,5,49,9.09
99606742,142,124,17,1,138,0.7
88577709,126,65,41,20,81,15.87
15670972,179,141,28,10,175,5.59
56127302,5,4,1,0,5,0.0
22137698,20,10,6,4,17,20.0
1564816,14,6,6,2,13,14.29
80159843,52,24,20,8,44,15.38
21081291,34,26,8,0,31,0.0
96180264,22,12,7,3,17,13.64
40341318,73,41,28,4,50,5.48
22047257,36,18,15,3,30,8.33
59923602,111,71,30,10,103,9.01
26738470,25,14,9,2,22,8.0
30256497,5,3,2,0,5,0.0
23478453,24,16,3,5,16,20.83
74010623,46,30,10,6,27,13.04
580906,21,14,7,0,20,0.0
33782239,15,10,4,1,11,6.67
50421285,45,36,8,1,45,2.22
80846231,14,2,10,2,12,14.29
83519399,68,29,29,10,56,14.71
51705470,68,42,23,3,58,4.41
68145581,70,48,14,8,49,11.43
31945361,23,15,8,0,21,0.0
85578575,124,97,22,5,118,4.03
60951965,32,30,2,0,32,0.0
70937873,31,16,10,5,31,16.13
72663004,33,27,6,0,33,0.0
51403635,104,73,24,7,77,6.73
31866732,46,21,18,7,41,15.22
51631634,30,17,9,4,26,13.33
30105430,15,6,6,3,14,20.0
56246946,59,31,17,11,47,18.64
16854400,39,15,20,4,39,10.26
16535512,54,49,3,2,39,3.7
20498948,199,151,46,2,143,1.01
91137101,38,29,8,1,34,2.63
80196191,98,60,24,14,89,14.29
23227005,141,121,15,5,128,3.55
87018353,8,5,2,1,8,12.5
27890940,86,56,23,7,65,8.14
9420426,426,307,86,33,371,7.75
68268399,76,59,16,1,52,1.32
76090596,11,5,4,2,10,18.18
76275196,62,39,16,7,57,11.29
34510939,41,40,1,0,40,0.0
25199444,277,194,63,20,225,7.22
79405162,10,8,2,0,9,0.0
43505752,31,25,6,0,31,0.0
91379641,71,24,36,11,51,15.49
10092864,96,71,21,4,83,4.17
7855727,85,64,16,5,62,5.88
95755759,30,13,13,4,16,13.33
6240780,49,37,11,1,41,2.04
35578910,13,6,4,3,9,23.08
50930122,103,84,18,1,90,0.97
33352290,245,179,57,9,227,3.67
4175696,28,25,3,0,25,0.0
132225,46,28,11,7,37,15.22
84867355,79,59,8,12,61,15.19
40171036,138,80,33,25,93,18.12
13648553,66,49,14,3,55,4.55
76185531,250,171,55,24,218,9.6
54561471,60,39,20,1,47,1.67
32204508,66,32,24,10,47,15.15
82716140,176,143,30,3,143,1.7
79707029,32,19,5,8,31,25.0
86206345,12,10,2,0,12,0.0
93509432,141,83,46,12,118,8.51
6543856,53,42,11,0,46,0.0
26596418,129,99,28,2,102,1.55
78910432,75,54,20,1,53,1.33
322034,8,3,3,2,8,25.0
6229587,141,108,27,6,128,4.26
81619287,79,61,11,7,65,8.86
1298333,391,291,78,22,330,5.63
23528334,70,45,20,5,65,7.14
23034949,78,69,7,2,67,2.56
36082520,136,99,26,11,75,8.09
49259607,60,49,11,0,55,0.0
74302413,61,39,15,7,54,11.48
28077327,157,79,50,28,115,17.83
53152425,1,1,0,0,1,0.0
16670493,4,4,0,0,4,0.0
36788765,20,17,3,0,15,0.0
11503068,266,233,29,4,246,1.5
94117937,49,36,12,1,48,2.04
90600263,1,0,0,1,1,100.0
55477266,137,116,13,8,109,5.84
45143250,46,26,13,7,26,15.22
41496902,9,6,3,0,8,0.0
59038703,14,8,4,2,12,14.29
84600681,72,58,13,1,52,1.39
20140869,94,75,15,4,86,4.26
3369563,285,188,74,23,216,8.07
74975705,4,3,1,0,2,0.0
16233487,70,40,17,13,61,18.57
78207981,9,5,4,0,9,0.0
80343883,6,4,0,2,5,33.33
42516328,39,36,3,0,37,0.0
1754265,49,34,11,4,38,8.16
9415408,4,3,1,0,4,0.0
91620119,32,28,3,1,30,3.12
25676380,15,12,3,0,15,0.0
42445114,102,55,39,8,68,7.84
61470342,51,39,7,5,47,9.8
3237667,6,5,0,1,6,16.67
102175,157,106,33,18,106,11.46
51601187,23,14,9,0,21,0.0
46151664,29,27,2,0,23,0.0
24173623,104,79,24,1,75,0.96
33401777,54,37,12,5,44,9.26
33459706,15,10,5,0,13,0.0
57928295,128,78,37,13,67,10.16
83718499,185,153,23,9,171,4.86
36066706,234,155,61,18,146,7.69
88521961,40,30,10,0,33,0.0
83020853,55,44,11,0,50,0.0
4824911,7,4,3,0,7,0.0
27767360,1,0,0,1,1,100.0
47690801,1,1,0,0,1,0.0
46398659,157,84,52,21,100,13.38
86633851,10,6,3,1,10,10.0
18287857,26,18,8,0,26,0.0
55279962,182,133,34,15,97,8.24
31949892,128,105,23,0,110,0.0
14731042,1,1,0,0,1,0.0
27140347,49,43,6,0,45,0.0
75463371,128,110,15,3,90,2.34
91099811,124,60,41,23,69,18.55
71574814,2,2,0,0,2,0.0
42256539,8,7,1,0,8,0.0
74181040,11,9,2,0,7,0.0
76568951,28,16,8,4,19,14.29
7586480,51,32,10,9,36,17.65
85963951,146,133,13,0,142,0.0
21162873,53,44,6,3,47,5.66
72755656,36,33,3,0,36,0.0
18293198,197,149,38,10,133,5.08
26409098,77,61,12,4,65,5.19
64380849,1,1,0,0,1,0.0
58617606,1,1,0,0,1,0.0
5638622,6,5,1,0,6,0.0
42597184,40,22,8,10,18,25.0
67468406,40,23,13,4,29,10.0
80371752,32,21,7,4,22,12.5
76942034,12,10,2,0,12,0.0
41388232,78,39,25,14,51,17.95
35203807,18,13,3,2,18,11.11
58660771,46,32,11,3,22,6.52
3336831,11,7,1,3,9,27.27
16619768,34,16,16,2,28,5.88
20187954,105,68,26,11,85,10.48
7927058,15,8,5,2,15,13.33
42661489,94,63,23,8,77,8.51
14044616,123,91,22,10,98,8.13
89184684,12,3,9,0,12,0.0
55231133,12,11,0,1,12,8.33
24103208,32,23,6,3,23,9.38
85484881,10,7,1,2,10,20.0
28851366,18,13,5,0,12,0.0
69085883,13,8,3,2,12,15.38
47255816,6,5,0,1,6,16.67
96288257,15,14,1,0,15,0.0
49179013,114,86,20,8,88,7.02
17329235,1,0,1,0,1,0.0
63380871,19,12,7,0,19,0.0
72585514,2,2,0,0,2,0.0
8503687,116,86,27,3,105,2.59
63493590,12,9,2,1,11,8.33
61026743,49,30,9,10,45,20.41
63413290,39,22,12,5,35,12.82
39149205,9,5,3,1,9,11.11
63184429,13,9,4,0,13,0.0
44258084,3,2,1,0,3,0.0
46738249,87,55,26,6,72,6.9
46286552,15,10,4,1,13,6.67
76563328,237,172,64,1,194,0.42
67928408,6,3,1,2,6,33.33
65837941,7,4,2,1,7,14.29
80782660,72,60,11,1,72,1.39
4006576,36,23,11,2,31,5.56
40607300,19,9,7,3,14,15.79
47704933,58,48,10,0,57,0.0
24851430,122,87,29,6,111,4.92
40049738,11,9,2,0,10,0.0
83562144,19,13,5,1,11,5.26
38799013,7,5,1,1,6,14.29
96619750,23,16,5,2,19,8.7
91156574,109,67,32,10,85,9.17
61174452,123,90,32,1,69,0.81
45768025,61,42,14,5,54,8.2
78830573,55,37,13,5,49,9.09
29999686,61,26,25,10,41,16.39
57011452,76,61,11,4,70,5.26
36019334,42,30,9,3,30,7.14
42804067,66,35,22,9,38,13.64
90109433,58,35,16,7,53,12.07
58160941,2,2,0,0,2,0.0
16180980,52,35,15,2,52,3.85
616717,29,14,9,6,19,20.69
45377577,17,11,6,0,14,0.0
62536823,36,30,6,0,34,0.0
9945642,6,4,2,0,6,0.0
39184287,30,23,6,1,30,3.33
15119614,5,3,2,0,5,0.0
26253187,62,46,15,1,40,1.61
43845317,53,47,5,1,52,1.89
45546806,3,1,2,0,3,0.0
3073343,6,4,2,0,6,0.0
52507679,38,18,10,10,28,26.32
45841558,174,115,55,4,142,2.3
11012181,3,2,1,0,3,0.0
68787195,68,34,18,16,41,23.53
32063004,4,3,1,0,4,0.0
84014710,16,11,5,0,15,0.0
38955032,62,41,17,4,54,6.45
6934844,30,23,3,4,27,13.33
52999417,8,5,3,0,7,0.0
28717196,37,21,12,4,23,10.81
21274577,39,30,7,2,35,5.13
64091539,106,78,26,2,56,1.89
25970283,99,79,16,4,74,4.04
80831518,1,0,0,1,1,100.0
56277252,68,42,18,8,48,11.76
19613602,18,13,4,1,15,5.56
94276885,200,153,39,8,190,4.0
87987187,53,42,9,2,49,3.77
10208094,27,22,3,2,23,7.41
9821070,18,14,2,2,13,11.11
93027583,48,29,15,4,44,8.33
99446836,35,12,13,10,27,28.57
30536227,103,63,28,12,85,11.65
18949153,25,18,7,0,20,0.0
48965084,68,55,9,4,65,5.88
58602881,23,14,8,1,8,4.35
79172505,8,2,4,2,8,25.0
55349627,10,10,0,0,10,0.0
49238832,23,18,5,0,23,0.0
52045310,284,151,97,36,128,12.68
35435824,9,6,1,2,7,22.22
78324884,40,20,15,5,37,12.5
82820295,29,29,0,0,28,0.0
62119812,73,49,15,9,57,12.33
78270488,3,1,1,1,3,33.33
84255451,4,4,0,0,4,0.0
96820328,56,25,21,10,37,17.86
39041861,44,25,17,2,44,4.55
75836876,8,4,4,0,8,0.0
1704417,165,104,38,23,135,13.94
24187102,18,13,2,3,18,16.67
61802619,16,9,6,1,16,6.25
69697475,4,4,0,0,4,0.0
13464782,52,31,14,7,39,13.46
5025068,39,19,13,7,25,17.95
12270557,17,15,2,0,16,0.0
6508669,6,3,3,0,6,0.0
63422836,89,50,32,7,71,7.87
78571154,2,2,0,0,2,0.0
68697163,17,6,3,8,16,47.06
30173807,21,15,3,3,15,14.29
78278665,74,34,32,8,57,10.81
74122647,20,12,6,2,20,10.0
90538082,54,31,19,4,46,7.41
92739893,45,42,3,0,45,0.0
42177198,34,23,10,1,30,2.94
81396796,253,184,44,25,191,9.88
67767772,28,17,10,1,18,3.57
61057867,39,31,5,3,38,7.69
9727278,35,24,9,2,33,5.71
3835430,70,35,21,14,53,20.0
23675995,30,14,11,5,19,16.67
46564762,18,18,0,0,14,0.0
50352926,12,11,1,0,12,0.0
72788133,78,48,21,9,75,11.54
30701295,118,68,27,23,114,19.49
36310672,109,50,36,23,58,21.1
75406381,24,21,3,0,22,0.0
